"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"RTN41",4.02264261177329e-255,0.415441717726419,1,0.998,1.31359394487457e-250,"eSPN","RTN4"
"ARL6",4.93042642854893e-254,0.512030886268997,0.91,0.756,1.61003075024265e-249,"eSPN","ARL6"
"CALM11",7.64988009706358e-254,0.569558081546203,0.998,0.983,2.49806834569611e-249,"eSPN","CALM1"
"MAP3K13",8.51513642409575e-254,0.476334923934537,0.995,0.964,2.78061779928847e-249,"eSPN","MAP3K13"
"TLN21",1.00574351581938e-253,0.43932120382293,0.996,0.967,3.28425545090818e-249,"eSPN","TLN2"
"CACNA1I",1.33867781770146e-253,0.434613148689556,0.779,0.518,4.37145241370413e-249,"eSPN","CACNA1I"
"GRAMD1B1",1.84518926232025e-253,0.49205776270649,0.947,0.79,6.02546553610678e-249,"eSPN","GRAMD1B"
"STK17A",1.23498845539913e-249,0.346352762828821,0.471,0.204,4.03285480110587e-245,"eSPN","STK17A"
"SLITRK5",3.86949451316333e-249,0.45673965787774,0.959,0.845,1.26358343327349e-244,"eSPN","SLITRK5"
"MIAT",9.72730769263494e-249,0.493435216553617,0.995,0.955,3.17645232702994e-244,"eSPN","MIAT"
"VOPP11",3.14089518007226e-247,0.42678787871659,0.694,0.41,1.0256593210526e-242,"eSPN","VOPP1"
"GABRA2",6.77974029732602e-246,0.553406008267528,0.993,0.978,2.21392419409181e-241,"eSPN","GABRA2"
"KCNK13",4.95096667187293e-241,0.250686250808536,0.227,0.054,1.61673816670011e-236,"eSPN","KCNK13"
"AC079781.5",7.46223749120119e-241,0.441591244192941,0.985,0.932,2.43679365275175e-236,"eSPN","AC079781.5"
"NCOA1",6.05944937604382e-238,0.439076633354648,1,0.999,1.97871319374711e-233,"eSPN","NCOA1"
"KL2",1.19199400331119e-237,0.264432268738259,0.398,0.141,3.8924564178127e-233,"eSPN","KL"
"RASSF81",2.93404394373533e-236,0.327694500079237,0.334,0.111,9.58112049826772e-232,"eSPN","RASSF8"
"AC013652.11",1.34731765237828e-234,0.671530195345318,0.941,0.802,4.39966579384127e-230,"eSPN","AC013652.1"
"LOXHD12",1.51123557734689e-234,0.450632723212485,0.801,0.519,4.93493977782625e-230,"eSPN","LOXHD1"
"LRATD11",4.29237869805546e-232,0.436185017817415,0.676,0.415,1.40167626385001e-227,"eSPN","LRATD1"
"FER2",4.77884346698616e-232,0.520715180351589,0.998,0.991,1.56053133414433e-227,"eSPN","FER"
"BCL9",2.45319112582198e-230,0.299025290983508,0.43,0.174,8.01089562137169e-226,"eSPN","BCL9"
"OSBPL8",1.7535632006701e-227,0.42634265523526,1,0.999,5.7262606317882e-223,"eSPN","OSBPL8"
"TANK",3.91177231098544e-227,0.473448265756377,0.981,0.925,1.27738924815229e-222,"eSPN","TANK"
"CPE1",3.41604524969408e-225,0.424603878260815,0.997,0.979,1.1155095762876e-220,"eSPN","CPE"
"CRADD",2.66929714865468e-224,0.539620402542248,0.944,0.823,8.71658983893184e-220,"eSPN","CRADD"
"GALNT141",2.23577444211631e-223,0.339920916078798,0.475,0.2,7.3009214407308e-219,"eSPN","GALNT14"
"TMEM178B2",8.91922937206971e-222,0.41548584083847,1,0.999,2.91257435144936e-217,"eSPN","TMEM178B"
"CHL1",5.20684191580408e-220,0.495332970508759,0.992,0.984,1.70029422760582e-215,"eSPN","CHL1"
"MAP4K42",7.36981353541204e-220,0.326188582147732,0.642,0.356,2.4066126099888e-215,"eSPN","MAP4K4"
"SEMA3A",4.07636275382104e-219,0.568784111974842,0.952,0.826,1.33113625726026e-214,"eSPN","SEMA3A"
"STARD131",6.73209485718011e-218,0.446194911583037,0.903,0.749,2.19836557561217e-213,"eSPN","STARD13"
"SYNDIG11",7.26824927077199e-218,0.478856592326121,0.865,0.693,2.37344679937059e-213,"eSPN","SYNDIG1"
"NRGN",1.19079884176865e-217,0.504633537181233,0.966,0.863,3.88855361779553e-213,"eSPN","NRGN"
"MEF2C1",4.21271286977751e-217,0.37967688816477,0.743,0.465,1.37566138762584e-212,"eSPN","MEF2C"
"WSCD21",4.47355797787477e-216,0.436326184715346,0.935,0.801,1.46084035767501e-211,"eSPN","WSCD2"
"LRFN51",6.65558390353169e-216,0.477232461919204,0.997,0.963,2.17338092369827e-211,"eSPN","LRFN5"
"ITGA9",1.04877035030946e-214,0.531806065525211,0.747,0.527,3.42475957893556e-210,"eSPN","ITGA9"
"AC104083.1",1.29773480937949e-214,0.342956140136481,0.497,0.232,4.23775302002873e-210,"eSPN","AC104083.1"
"LRCH12",1.49364968712863e-212,0.382199038909594,0.89,0.679,4.87751305331854e-208,"eSPN","LRCH1"
"CADM11",3.47804141698656e-212,0.476069522205786,0.998,0.989,1.13575442471696e-207,"eSPN","CADM1"
"BZW2",8.16795746476537e-212,0.444897094849434,0.935,0.785,2.66724651011913e-207,"eSPN","BZW2"
"PJA2",4.16633839645682e-211,0.442193145993842,0.997,0.976,1.36051780336297e-206,"eSPN","PJA2"
"MAN1C12",2.02466491768012e-209,0.389017694230876,0.645,0.37,6.61154328868443e-205,"eSPN","MAN1C1"
"SGCD2",1.74854037493967e-208,0.560072365506798,0.974,0.928,5.7098585943655e-204,"eSPN","SGCD"
"ARHGAP101",7.50233488434491e-207,0.472200993020314,0.84,0.593,2.44988745648283e-202,"eSPN","ARHGAP10"
"GABRG3-AS11",1.68787652136323e-204,0.460166436088089,0.493,0.249,5.51176078051164e-200,"eSPN","GABRG3-AS1"
"ETV61",2.29961748813587e-203,0.408801631000993,0.731,0.454,7.50940090750767e-199,"eSPN","ETV6"
"AGBL4",1.07867560674139e-202,0.332399077060316,1,0.999,3.522415193814e-198,"eSPN","AGBL4"
"NELL21",6.65760668188482e-201,0.448365165006668,0.997,0.96,2.17404146196949e-196,"eSPN","NELL2"
"LYRM4",1.80990446787969e-200,0.464240534047548,0.919,0.763,5.91024303986114e-196,"eSPN","LYRM4"
"RANBP9",2.61111103560199e-198,0.377220506142871,0.978,0.923,8.52658308675828e-194,"eSPN","RANBP9"
"SOX1-OT",5.82500465706929e-196,0.341002256457141,0.624,0.332,1.90215527076598e-191,"eSPN","SOX1-OT"
"TSPAN5",2.48410676723692e-194,0.453947965663422,0.991,0.95,8.11185064841215e-190,"eSPN","TSPAN5"
"KCNT11",6.42818996262132e-194,0.436630113500963,0.864,0.709,2.09912543229399e-189,"eSPN","KCNT1"
"CARMIL11",1.28101578903537e-192,0.427558373262376,0.989,0.929,4.183157059095e-188,"eSPN","CARMIL1"
"APBA21",4.0356500171967e-187,0.356851926040311,0.893,0.735,1.31784151311558e-182,"eSPN","APBA2"
"ARHGEF3",7.12876895717776e-187,0.40228180859612,0.929,0.785,2.3278995029664e-182,"eSPN","ARHGEF3"
"KCNH5",1.0608176602506e-186,0.407616409275647,0.258,0.083,3.46410006954832e-182,"eSPN","KCNH5"
"KALRN",2.63438511994205e-183,0.297645608945651,1,0.996,8.60258460917077e-179,"eSPN","KALRN"
"EPHA7",1.4577128563626e-182,0.403328852276763,1,0.988,4.76016133245207e-178,"eSPN","EPHA7"
"MPP7",2.23057635843339e-181,0.396841644551321,0.945,0.828,7.28394709846423e-177,"eSPN","MPP7"
"SRCIN11",5.21550241682276e-181,0.314976994352203,0.55,0.296,1.70312231421347e-176,"eSPN","SRCIN1"
"CCDC196",2.13606493856974e-180,0.623454753944609,0.361,0.153,6.97532005689949e-176,"eSPN","CCDC196"
"WWC2",4.36874110888023e-179,0.357172152223268,0.855,0.647,1.42661240910484e-174,"eSPN","WWC2"
"AC005999.2",2.73696560246304e-178,0.499192630181537,0.691,0.455,8.93756117484305e-174,"eSPN","AC005999.2"
"AHI11",1.35524903330313e-176,0.361481036838765,1,0.997,4.42556571825136e-172,"eSPN","AHI1"
"IQSEC31",1.01689726473077e-175,0.32113213479044,0.706,0.468,3.32067801797832e-171,"eSPN","IQSEC3"
"RNF150",2.66581041865332e-174,0.421780542666109,1,0.995,8.70520392211243e-170,"eSPN","RNF150"
"FOXN31",1.51447325473072e-173,0.339604985993095,0.878,0.712,4.94551241332316e-169,"eSPN","FOXN3"
"AL121578.3",6.9013352428892e-173,0.385180436423994,0.82,0.606,2.25363102356547e-168,"eSPN","AL121578.3"
"ASB31",1.74617372457596e-172,0.352638853880252,0.995,0.972,5.7021302976028e-168,"eSPN","ASB3"
"LRRC71",5.05182246899618e-172,0.279886397041546,1,0.996,1.6496726272507e-167,"eSPN","LRRC7"
"MT-CO11",2.42571606132884e-171,0.708574552848354,0.989,0.938,7.92117579826933e-167,"eSPN","MT-CO1"
"NEO1",2.85373241705782e-171,0.331347717481225,0.982,0.918,9.3188632079023e-167,"eSPN","NEO1"
"TNKS1",2.34442404469769e-170,0.368841110952305,0.999,0.998,7.6557167179603e-166,"eSPN","TNKS"
"CADPS1",1.24505082577081e-169,0.342156270575437,1,0.999,4.06571347155459e-165,"eSPN","CADPS"
"AC090579.11",2.29206254423105e-169,0.28032671774205,0.361,0.152,7.48473023818651e-165,"eSPN","AC090579.1"
"AC023905.11",2.29658145167058e-169,0.270548757729057,0.333,0.134,7.49948673043027e-165,"eSPN","AC023905.1"
"EVI51",2.77051418785253e-168,0.363521872862293,0.973,0.892,9.04711408043243e-164,"eSPN","EVI5"
"CACNA2D21",2.80842012672889e-166,0.315056145591042,0.642,0.396,9.17089592383318e-162,"eSPN","CACNA2D2"
"PRKD1",9.6393182648491e-164,0.480028646294366,0.989,0.954,3.14771937938647e-159,"eSPN","PRKD1"
"AC005225.2",2.68237106731214e-162,0.378262558819903,0.892,0.733,8.75928272030778e-158,"eSPN","AC005225.2"
"NCOR21",6.54328041510544e-162,0.321508109407826,0.58,0.352,2.13670821955268e-157,"eSPN","NCOR2"
"NECTIN32",8.45246155812432e-162,0.341323762788286,0.436,0.215,2.7601513218055e-157,"eSPN","NECTIN3"
"NPTN",1.00254312066726e-160,0.335379701805287,1,0.998,3.27380456053894e-156,"eSPN","NPTN"
"DOK6",2.74647650253742e-158,0.488609631222725,0.988,0.984,8.96861901903593e-154,"eSPN","DOK6"
"FAM171B",5.61728887631627e-157,0.384685767131529,0.986,0.955,1.83432568256108e-152,"eSPN","FAM171B"
"MFSD61",1.44343444616969e-155,0.320764940675421,0.712,0.483,4.71353518396714e-151,"eSPN","MFSD6"
"POT1-AS1",2.96675016297123e-155,0.507352553942325,0.966,0.861,9.68792265718254e-151,"eSPN","POT1-AS1"
"TTC7B1",4.13022088542488e-155,0.344140087130578,0.989,0.949,1.34872363013549e-150,"eSPN","TTC7B"
"SLC41A2",4.169646907982e-155,0.345932509582872,0.977,0.919,1.36159819780152e-150,"eSPN","SLC41A2"
"HSP90AB11",9.36447145661874e-155,0.268810775825861,0.83,0.654,3.05796815415885e-150,"eSPN","HSP90AB1"
"SENP71",5.56415656160595e-154,0.301017822082914,0.908,0.769,1.81697532519242e-149,"eSPN","SENP7"
"LINC005991",4.38996011917329e-153,0.348056081384146,0.959,0.878,1.43354147691604e-148,"eSPN","LINC00599"
"ANKMY2",9.12176305892044e-153,0.350485466883081,0.925,0.812,2.97871172689047e-148,"eSPN","ANKMY2"
"FARS2",1.19084175556909e-152,0.357291103626638,1,0.994,3.88869375281087e-148,"eSPN","FARS2"
"GFOD11",1.84100033191208e-152,0.361212688122482,0.973,0.902,6.01178658385891e-148,"eSPN","GFOD1"
"TTLL71",8.01198454968438e-152,0.307157460635617,0.996,0.982,2.61631355469943e-147,"eSPN","TTLL7"
"INSR1",1.4714331666355e-151,0.316923595607021,0.861,0.684,4.80496500564821e-147,"eSPN","INSR"
"NDRG4",3.32320793895358e-149,0.35716003878386,0.976,0.914,1.08519355246529e-144,"eSPN","NDRG4"
"SYP1",7.84579855239307e-149,0.308274847067172,0.73,0.517,2.56204551728396e-144,"eSPN","SYP"
"PSME41",1.57426159849991e-148,0.389968624525074,0.963,0.903,5.14075124990146e-144,"eSPN","PSME4"
"PDE3A1",2.56097150430795e-148,0.321590952749374,0.397,0.18,8.3628524473176e-144,"eSPN","PDE3A"
"MAPKAP1",1.77984944721463e-146,0.335122499316393,0.981,0.942,5.81209836987936e-142,"eSPN","MAPKAP1"
"GMCL1",5.20508724013254e-146,0.358042331455356,0.816,0.659,1.69972123826528e-141,"eSPN","GMCL1"
"SOBP1",1.35970787987784e-145,0.32262339807394,0.98,0.921,4.44012608174108e-141,"eSPN","SOBP"
"CCDC911",2.30929679302627e-145,0.363002373969159,0.997,0.986,7.5410086776273e-141,"eSPN","CCDC91"
"STXBP11",8.90169094551657e-145,0.330826716328421,0.976,0.924,2.90684717825844e-140,"eSPN","STXBP1"
"BEND7",1.66146468507376e-144,0.250220093328922,0.329,0.142,5.42551292910837e-140,"eSPN","BEND7"
"ZNF407",3.2881356138778e-144,0.362643176861235,0.988,0.944,1.07374068471179e-139,"eSPN","ZNF407"
"CELF41",4.90180539749926e-144,0.316569891236955,0.998,0.992,1.60068455255338e-139,"eSPN","CELF4"
"AC022325.2",1.14551218331315e-143,0.329149691672725,0.158,0.041,3.7406700346091e-139,"eSPN","AC022325.2"
"PARD3B1",2.30187212629019e-143,0.524620675423646,0.898,0.777,7.5167634284006e-139,"eSPN","PARD3B"
"SH3D191",8.53020580473615e-143,0.316248211323168,0.774,0.555,2.78553870553659e-138,"eSPN","SH3D19"
"AC073365.11",4.1181164094852e-141,0.267877453952286,0.549,0.278,1.34477091351739e-136,"eSPN","AC073365.1"
"PPP1R9A",4.56348266538289e-141,0.254651440499564,1,0.999,1.49020526438078e-136,"eSPN","PPP1R9A"
"B3GAT2",1.50516484284398e-140,0.337065344594562,0.529,0.317,4.91511579430702e-136,"eSPN","B3GAT2"
"TRANK1",2.93305667374818e-139,0.358007419859371,0.975,0.925,9.57789656812467e-135,"eSPN","TRANK1"
"GUCY1B1",5.04643579460443e-139,0.334774028083786,0.979,0.921,1.64791360872808e-134,"eSPN","GUCY1B1"
"KCNH3",1.83659362144179e-137,0.296779908596902,0.734,0.529,5.99739647081818e-133,"eSPN","KCNH3"
"CPLX21",4.2328939023363e-137,0.29346713916747,0.721,0.517,1.38225150380792e-132,"eSPN","CPLX2"
"TSPYL11",7.38054733411605e-137,0.324024917499206,0.808,0.625,2.41011773195559e-132,"eSPN","TSPYL1"
"AQP4-AS11",6.16486856093516e-135,0.457919190897917,0.991,0.93,2.01313782857338e-130,"eSPN","AQP4-AS1"
"DNAH8",3.65339011296706e-133,0.283266394932301,0.247,0.093,1.19301454138939e-128,"eSPN","DNAH8"
"PCP4L1",4.40631549690756e-133,0.29149458398476,0.726,0.521,1.43888232551517e-128,"eSPN","PCP4L1"
"ZNF827",9.2152481735489e-133,0.351742468848012,0.943,0.866,3.00923929107239e-128,"eSPN","ZNF827"
"EEPD11",2.4933773932183e-132,0.287186522636065,0.705,0.493,8.14212387755437e-128,"eSPN","EEPD1"
"KCNH4",7.00896639190034e-132,0.342979517104683,0.86,0.705,2.28877797527506e-127,"eSPN","KCNH4"
"PTCHD1-AS2",3.98080113194912e-131,0.496408858671414,0.984,0.94,1.29993060963799e-126,"eSPN","PTCHD1-AS"
"JUND",1.1264687548351e-130,0.340922640077261,0.797,0.612,3.67848371891402e-126,"eSPN","JUND"
"UBR5",5.34352256304789e-130,0.27161904092398,1,0.999,1.74492729296329e-125,"eSPN","UBR5"
"PRICKLE21",4.4370634308958e-129,0.353428888554075,0.963,0.922,1.44892306335902e-124,"eSPN","PRICKLE2"
"DGKZ",9.39425050458943e-129,0.298946903080181,0.895,0.752,3.06769250227368e-124,"eSPN","DGKZ"
"SPIRE11",1.95647064900774e-128,0.272000743031704,0.948,0.85,6.38885490433477e-124,"eSPN","SPIRE1"
"CELF2",8.01715018667892e-128,0.25144014095653,1,1,2.61800039346e-123,"eSPN","CELF2"
"SIN3B",1.84323084791763e-127,0.290166088121008,0.637,0.427,6.019070333875e-123,"eSPN","SIN3B"
"TMEM131L",2.36304705533734e-127,0.319095964143222,0.988,0.943,7.71653015920408e-123,"eSPN","TMEM131L"
"AC006148.12",1.71207559463331e-126,0.412647464082689,0.993,0.978,5.59078285427507e-122,"eSPN","AC006148.1"
"GALNT1",1.4143210246866e-125,0.356342993839345,0.964,0.902,4.61846530611409e-121,"eSPN","GALNT1"
"DLG1",2.79266393320559e-125,0.287234215869932,1,0.995,9.11944407388286e-121,"eSPN","DLG1"
"SCG22",4.19615639552888e-125,0.300911166281188,0.727,0.543,1.37025487095996e-120,"eSPN","SCG2"
"NECAB12",4.27859149204664e-125,0.323184499636385,0.999,0.987,1.39717405172783e-120,"eSPN","NECAB1"
"MT-CO21",1.8009285251517e-124,0.645768283704787,0.989,0.939,5.88093209888288e-120,"eSPN","MT-CO2"
"PAG11",2.06009169662708e-123,0.330599021638628,0.667,0.47,6.72722943533574e-119,"eSPN","PAG1"
"NTRK22",5.90106232919578e-123,0.409728594740248,0.996,0.99,1.92699190359888e-118,"eSPN","NTRK2"
"TMEM168",9.61587789331737e-123,0.259470465956257,0.851,0.704,3.14006492606279e-118,"eSPN","TMEM168"
"KLHL2",4.1768613219233e-122,0.310281848318535,0.999,0.981,1.36395406467405e-117,"eSPN","KLHL2"
"TMEM1171",5.5257690729315e-122,0.351601054219246,0.933,0.821,1.80443989076578e-117,"eSPN","TMEM117"
"KLHL4",5.92636863486263e-122,0.333415095620928,0.566,0.346,1.93525567771439e-117,"eSPN","KLHL4"
"KIF13A",9.23744597908083e-122,0.265502664381981,0.812,0.648,3.01648798446884e-117,"eSPN","KIF13A"
"RABGAP1L",9.29073661156795e-122,0.26502590944833,1,0.999,3.03389004050751e-117,"eSPN","RABGAP1L"
"ZMYND81",1.3221027595478e-121,0.309854590478318,0.994,0.977,4.31732656130335e-117,"eSPN","ZMYND8"
"MKNK11",6.25388683377637e-120,0.318380966045134,0.578,0.378,2.04220674556967e-115,"eSPN","MKNK1"
"FAM20C1",3.81634386877763e-119,0.264120454223722,0.474,0.28,1.24622709034934e-114,"eSPN","FAM20C"
"PALLD1",6.75738411531213e-119,0.31281569067103,0.569,0.368,2.20662378285517e-114,"eSPN","PALLD"
"KCNA1",1.98845375475105e-118,0.266812880861814,0.69,0.49,6.49329573613955e-114,"eSPN","KCNA1"
"PALM2-AKAP21",2.35391036194107e-118,0.260433822001627,0.918,0.809,7.68669428691857e-114,"eSPN","PALM2-AKAP2"
"PDLIM51",2.73196758254702e-118,0.408356797409545,0.52,0.349,8.92124014080728e-114,"eSPN","PDLIM5"
"MOSMO",4.11597431799897e-118,0.304260720121656,0.971,0.924,1.34407141354256e-113,"eSPN","MOSMO"
"PHLPP1",5.17839473262537e-118,0.258985065290659,0.956,0.894,1.69100479993882e-113,"eSPN","PHLPP1"
"SSX2IP",2.88646196307167e-117,0.314564784656699,0.978,0.923,9.42574154041054e-113,"eSPN","SSX2IP"
"SUCO",4.10411027442445e-116,0.326167286474301,0.89,0.797,1.34019721011331e-111,"eSPN","SUCO"
"ETFDH",4.81807340116373e-116,0.250097460675132,0.657,0.466,1.57334186915002e-111,"eSPN","ETFDH"
"FAM53B",2.29792550526984e-115,0.276931824560194,0.52,0.329,7.50387573745868e-111,"eSPN","FAM53B"
"POGZ1",1.04352675254253e-113,0.2671005417249,0.989,0.966,3.40763661042765e-109,"eSPN","POGZ"
"TLE51",1.34918454652955e-113,0.251704320216662,0.651,0.455,4.40576213669226e-109,"eSPN","TLE5"
"FAM153CP",2.71025979324756e-113,0.289568458165357,0.876,0.73,8.85035335484991e-109,"eSPN","FAM153CP"
"GRIA31",2.81222672855318e-112,0.278182811262186,1,0.995,9.18332638209042e-108,"eSPN","GRIA3"
"TET31",3.44587886955669e-112,0.272531363535414,0.695,0.497,1.12525174485374e-107,"eSPN","TET3"
"STUM",5.31693536265712e-112,0.27384258120264,0.572,0.364,1.73624524267568e-107,"eSPN","STUM"
"PDE2A1",1.27154763126794e-110,0.322896752097552,0.939,0.846,4.15223878990545e-106,"eSPN","PDE2A"
"ADAM9",1.37844093815594e-110,0.260311670198229,0.64,0.448,4.50129888354822e-106,"eSPN","ADAM9"
"CDH21",2.39055505569575e-110,0.359419883694213,0.985,0.96,7.80635753437446e-106,"eSPN","CDH2"
"PLCL2",8.06053216027627e-109,0.267985581408744,1,0.995,2.63216677693822e-104,"eSPN","PLCL2"
"AC009899.11",8.15361916901782e-109,0.325566081993541,0.888,0.739,2.66256433964277e-104,"eSPN","AC009899.1"
"OSBPL10",1.60554036564996e-108,0.297815898145175,0.841,0.697,5.24289206402995e-104,"eSPN","OSBPL10"
"HSP90AA11",2.32512422905033e-108,0.290104700768816,0.978,0.928,7.59269316996386e-104,"eSPN","HSP90AA1"
"USP3",3.2135663216093e-107,0.256125150784534,0.736,0.556,1.04939008232152e-102,"eSPN","USP3"
"PDE4A",4.00397694062641e-106,0.293560610566686,0.807,0.639,1.30749866996156e-101,"eSPN","PDE4A"
"MT-CO31",4.85834336783275e-106,0.586760598096009,0.992,0.964,1.58649202676578e-101,"eSPN","MT-CO3"
"FOXG1",6.78966119598434e-106,0.253778285814233,0.761,0.602,2.21716386354869e-101,"eSPN","FOXG1"
"LRPAP1",4.75975449146443e-105,0.254916091905096,0.766,0.603,1.55429782918771e-100,"eSPN","LRPAP1"
"AC006115.2",3.76915055622181e-104,0.352974804739172,0.912,0.839,1.23081611413423e-99,"eSPN","AC006115.2"
"SSBP31",1.16646981894157e-103,0.285942473046461,0.923,0.83,3.80910719375369e-99,"eSPN","SSBP3"
"PEG101",2.12967893988265e-103,0.329349490664705,0.589,0.41,6.95446657818678e-99,"eSPN","PEG10"
"LRP12",2.47844994836399e-103,0.301965085859134,0.994,0.964,8.09337830638261e-99,"eSPN","LRP12"
"SVIL1",2.66597675544434e-103,0.345403189115491,0.452,0.275,8.70574709490349e-99,"eSPN","SVIL"
"LINC02694",3.74012021694631e-103,0.255834653623766,0.294,0.139,1.22133625684382e-98,"eSPN","LINC02694"
"CACNA1A",1.50175140188702e-102,0.292757187029061,1,0.998,4.90396920286205e-98,"eSPN","CACNA1A"
"VAV31",4.98577976747517e-102,0.518194452198556,0.859,0.815,1.62810638306902e-97,"eSPN","VAV3"
"AC091138.1",1.15034400769891e-101,0.267599594603081,0.585,0.4,3.75644835714078e-97,"eSPN","AC091138.1"
"MT-ND41",4.86731441539998e-101,0.544702141783305,0.968,0.903,1.58942152234887e-96,"eSPN","MT-ND4"
"NUP93",7.90333582278181e-101,0.280624373524724,0.979,0.943,2.5808343129294e-96,"eSPN","NUP93"
"PITPNM2",7.2168367614548e-100,0.289828914956456,0.92,0.834,2.35665804445306e-95,"eSPN","PITPNM2"
"TUT41",2.15506400615618e-98,0.251261400295627,0.982,0.941,7.037361512103e-94,"eSPN","TUT4"
"FAM171A11",3.23181705268298e-98,0.262012388237017,0.999,0.979,1.05534985855363e-93,"eSPN","FAM171A1"
"PER3",9.70493759071337e-98,0.296594579207031,0.909,0.821,3.16914737024745e-93,"eSPN","PER3"
"GPM6B",1.02448728364294e-97,0.274219827147544,0.996,0.983,3.34546322473601e-93,"eSPN","GPM6B"
"TNR1",3.43047356872568e-97,0.274450511260931,0.478,0.291,1.12022114386737e-92,"eSPN","TNR"
"FZD3",3.54326499059202e-97,0.26561958378456,0.992,0.97,1.15705318267782e-92,"eSPN","FZD3"
"NME7",4.21944990067518e-97,0.270050798357324,0.986,0.958,1.37786136506548e-92,"eSPN","NME7"
"ARHGEF9",3.01792184737746e-95,0.25905241748647,0.987,0.968,9.8550237926111e-91,"eSPN","ARHGEF9"
"SMAD51",2.61318735576368e-93,0.250672098362376,0.53,0.357,8.5333633102463e-89,"eSPN","SMAD5"
"NF2",2.72840715440342e-92,0.262291826839766,0.631,0.462,8.90961356270438e-88,"eSPN","NF2"
"AGBL3",3.46258626788907e-92,0.279116711087129,0.606,0.424,1.13070754577918e-87,"eSPN","AGBL3"
"ADGRB1",5.0659006732747e-92,0.25637230943791,0.82,0.676,1.65426986485785e-87,"eSPN","ADGRB1"
"PDXK1",8.43140927958963e-92,0.25690640833629,0.945,0.869,2.75327670024999e-87,"eSPN","PDXK"
"GRIN1",2.80244025216027e-91,0.291641789875726,0.995,0.978,9.15136864342937e-87,"eSPN","GRIN1"
"AEBP21",5.58401320033618e-90,0.252728547737202,0.995,0.984,1.82345951056978e-85,"eSPN","AEBP2"
"ATP8B41",1.05135400500731e-89,0.258200357653339,0.264,0.122,3.43319650335137e-85,"eSPN","ATP8B4"
"ADARB1",1.53715941909295e-89,0.265066827734268,0.929,0.854,5.01959408304802e-85,"eSPN","ADARB1"
"BACH12",7.07671474354336e-89,0.257638031014548,0.298,0.148,2.31090119950409e-84,"eSPN","BACH1"
"NMNAT21",8.76579306763596e-89,0.259451917851069,1,0.998,2.86246972623652e-84,"eSPN","NMNAT2"
"PROS1",2.86583515528159e-87,0.361050457727996,0.519,0.355,9.35838469957203e-83,"eSPN","PROS1"
"DNAH7",2.25208243268929e-86,0.289409414018903,0.505,0.342,7.35417518394686e-82,"eSPN","DNAH7"
"LRRC8C",2.61038400431002e-86,0.283799064214837,0.651,0.485,8.52420896607438e-82,"eSPN","LRRC8C"
"AC002460.22",1.17234154907829e-85,0.376395591425417,0.788,0.633,3.82828132851515e-81,"eSPN","AC002460.2"
"CBLB",9.86228814447477e-84,0.254058220768907,0.913,0.829,3.22053019357824e-79,"eSPN","CBLB"
"ME31",3.87943701187276e-82,0.295949866718008,0.997,0.99,1.26683015622705e-77,"eSPN","ME3"
"ENOX11",2.35446295256353e-81,0.252760561311,1,0.987,7.68849877159622e-77,"eSPN","ENOX1"
"LINC01551",3.55888121400575e-81,0.295402857202884,0.997,0.972,1.16215266043358e-76,"eSPN","LINC01551"
"MT-ND11",4.66345902308667e-80,0.401573998577569,0.933,0.838,1.52285254398895e-75,"eSPN","MT-ND1"
"NPL",2.12000062652407e-79,0.260314657791246,0.489,0.33,6.92286204591434e-75,"eSPN","NPL"
"KCTD1",2.51836628930567e-78,0.277692110498712,0.996,0.981,8.22372511772766e-74,"eSPN","KCTD1"
"ELL21",2.96813817706859e-78,0.32807968421251,0.771,0.655,9.69245521721749e-74,"eSPN","ELL2"
"ZHX3",5.30286555183783e-78,0.253922336349043,0.974,0.948,1.73165074595264e-73,"eSPN","ZHX3"
"MT-ND51",7.12243853570064e-78,0.346081264987941,0.846,0.71,2.32583230383304e-73,"eSPN","MT-ND5"
"CDR2",1.10935252283111e-76,0.251715674253512,1,0.987,3.622590663305e-72,"eSPN","CDR2"
"FSIP1",2.43469391298767e-76,0.251645860027511,0.776,0.641,7.95049297286124e-72,"eSPN","FSIP1"
"FAM110B1",5.37814052873112e-75,0.267845534960778,0.858,0.747,1.75623178965715e-70,"eSPN","FAM110B"
"MCTP11",1.92897790939258e-74,0.255324294305242,1,0.989,6.29907736312145e-70,"eSPN","MCTP1"
"MALRD11",1.3021970446606e-72,0.313489136293838,0.278,0.144,4.2523244493392e-68,"eSPN","MALRD1"
"LRRTM41",2.34282795444509e-70,0.25356642850462,0.999,0.999,7.65050468524044e-66,"eSPN","LRRTM4"
"EML51",3.75322698441805e-70,0.252414354221286,0.978,0.968,1.22561627176171e-65,"eSPN","EML5"
"MT-ND3",1.5862150112565e-69,0.497775461834284,0.938,0.874,5.1797851192581e-65,"eSPN","MT-ND3"
"MT-CYB2",6.83170726250158e-69,0.364175583674958,0.981,0.948,2.23089400656989e-64,"eSPN","MT-CYB"
"PPARGC1A",9.95215333379342e-68,0.298222312027824,0.885,0.808,3.24987567115024e-63,"eSPN","PPARGC1A"
"KLHL29",7.6312569795999e-65,0.320703509803437,0.97,0.954,2.49198696668835e-60,"eSPN","KLHL29"
"AL590550.1",3.13411213100994e-64,0.405633582971208,0.424,0.291,1.0234443163813e-59,"eSPN","AL590550.1"
