"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"PTPRR",2.47030138590819e-63,0.27254342346018,0.961,0.951,8.06676917568321e-59,"eSPN","PTPRR"
"AC092969.1",7.64162396538606e-61,0.282272249133953,0.871,0.794,2.49537230589682e-56,"eSPN","AC092969.1"
"AL359232.1",9.65689008389766e-60,0.268422671657947,0.709,0.557,3.15345745689678e-55,"eSPN","AL359232.1"
"LINC00871",1.1545782395705e-56,0.364770578306626,0.333,0.204,3.77027524131746e-52,"eSPN","LINC00871"
"AL138828.1",5.77792947792122e-55,0.258251015683253,0.817,0.695,1.88678287101517e-50,"eSPN","AL138828.1"
"MT-ND4L",2.23083940151561e-54,0.264092890240659,0.647,0.494,7.28480606564923e-50,"eSPN","MT-ND4L"
"MT-ATP61",8.01398247906337e-53,0.343655484865453,0.981,0.943,2.61696597853814e-48,"eSPN","MT-ATP6"
"AL591519.1",8.60713290478309e-53,0.356389668298659,0.921,0.867,2.81065925005692e-48,"eSPN","AL591519.1"
"SEZ6L1",2.11028567417027e-52,0.310579958790364,0.311,0.188,6.891137869003e-48,"eSPN","SEZ6L"
"ALCAM",8.16773119010181e-51,0.263088532701262,0.993,0.978,2.66717262012775e-46,"eSPN","ALCAM"
"MT-ND21",6.0786572838343e-48,0.271422734987405,0.936,0.871,1.98498553603609e-43,"eSPN","MT-ND2"
"MIR646HG",8.14111469308515e-19,0.258478222617991,0.414,0.332,2.65848100302696e-14,"eSPN","MIR646HG"
"AC138305.11",7.71929864348972e-14,0.2800195497289,0.689,0.605,2.52073697203157e-09,"eSPN","AC138305.1"
