"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"IGSF21",0,0.682792728371827,0.381,0.018,0,"non-SPN","IGSF21"
"SPOCK1",0,0.681741475810569,0.963,0.96,0,"non-SPN","SPOCK1"
"SRCIN1",0,0.68094665362374,0.68,0.271,0,"non-SPN","SRCIN1"
"MYRFL",0,0.680817271806418,0.418,0.17,0,"non-SPN","MYRFL"
"IGF1",0,0.680812946686533,0.374,0.001,0,"non-SPN","IGF1"
"EFR3A",0,0.680451963489993,0.769,0.408,0,"non-SPN","EFR3A"
"PCSK1N",0,0.679401741810985,0.57,0.315,0,"non-SPN","PCSK1N"
"MTUS2",0,0.67795263058835,0.995,0.997,0,"non-SPN","MTUS2"
"RIMBP2",0,0.674967626771911,0.962,0.781,0,"non-SPN","RIMBP2"
"MAST1",0,0.671482156844442,0.657,0.187,0,"non-SPN","MAST1"
"PDS5B",0,0.669775085745764,0.995,0.967,0,"non-SPN","PDS5B"
"OSBPL1A",0,0.668209826016863,0.918,0.715,0,"non-SPN","OSBPL1A"
"SERINC1",0,0.665144243979976,0.948,0.808,0,"non-SPN","SERINC1"
"RNF130",0,0.663070391181211,0.973,0.83,0,"non-SPN","RNF130"
"SNAP91",0,0.661005685315167,0.999,0.99,0,"non-SPN","SNAP91"
"DENND2A",0,0.661002072042999,0.528,0.075,0,"non-SPN","DENND2A"
"STK33",0,0.660450025049294,0.5,0.191,0,"non-SPN","STK33"
"LINC00886",0,0.660135123942404,0.489,0.043,0,"non-SPN","LINC00886"
"NCOR2",0,0.660013316072345,0.675,0.332,0,"non-SPN","NCOR2"
"GALNT2",0,0.658444425046694,0.869,0.646,0,"non-SPN","GALNT2"
"FAM13C",0,0.658192542320121,0.754,0.408,0,"non-SPN","FAM13C"
"TEAD1",0,0.658163021356835,0.567,0.301,0,"non-SPN","TEAD1"
"AMOTL1",0,0.658099903129098,0.565,0.053,0,"non-SPN","AMOTL1"
"GALNT8",0,0.657917616899625,0.508,0.022,0,"non-SPN","GALNT8"
"CAPZB",0,0.65660393608867,0.902,0.667,0,"non-SPN","CAPZB"
"BASP1",0,0.655407720546364,0.93,0.79,0,"non-SPN","BASP1"
"ABLIM1",0,0.65525398296113,0.968,0.947,0,"non-SPN","ABLIM1"
"SARAF",0,0.654493621291969,0.833,0.601,0,"non-SPN","SARAF"
"TUT4",0,0.6521856520436,0.989,0.939,0,"non-SPN","TUT4"
"SEPTIN7",0,0.651947882390483,0.986,0.907,0,"non-SPN","SEPTIN7"
"HIVEP3",0,0.648248223923753,0.99,0.934,0,"non-SPN","HIVEP3"
"GNG2",0,0.646950104845917,0.428,0.037,0,"non-SPN","GNG2"
"ABCA10",0,0.645391468887526,0.818,0.555,0,"non-SPN","ABCA10"
"LRRFIP1",0,0.64451720662297,0.963,0.834,0,"non-SPN","LRRFIP1"
"AC007389.1",0,0.643282993382597,0.416,0.108,0,"non-SPN","AC007389.1"
"GRIP2",0,0.640872350895767,0.483,0.099,0,"non-SPN","GRIP2"
"PNMA2",0,0.640837764499404,0.85,0.621,0,"non-SPN","PNMA2"
"SMOC1",0,0.640306610578534,0.282,0.007,0,"non-SPN","SMOC1"
"PPM1H",0,0.639022299144071,0.966,0.81,0,"non-SPN","PPM1H"
"XPO1",0,0.636366040045876,0.974,0.864,0,"non-SPN","XPO1"
"HFM1",0,0.635930087699656,0.482,0.028,0,"non-SPN","HFM1"
"NR3C2",0,0.635758746550362,0.981,0.963,0,"non-SPN","NR3C2"
"ARFGEF3",0,0.634347543719421,0.995,0.974,0,"non-SPN","ARFGEF3"
"AC132803.1",0,0.633259137154503,0.301,0.051,0,"non-SPN","AC132803.1"
"CAPS2",0,0.632543866737789,0.835,0.538,0,"non-SPN","CAPS2"
"RASA1",0,0.632094497684699,0.991,0.929,0,"non-SPN","RASA1"
"BMPR1B",0,0.629468926252014,0.1,0.004,0,"non-SPN","BMPR1B"
"KCNK10",0,0.628070068707588,0.504,0.02,0,"non-SPN","KCNK10"
"ERBIN",0,0.625534764065047,0.962,0.803,0,"non-SPN","ERBIN"
"UGGT2",0,0.623424351641118,0.966,0.82,0,"non-SPN","UGGT2"
"NOL4",0,0.622436945050119,0.982,0.932,0,"non-SPN","NOL4"
"DDAH1",0,0.621480062382697,0.474,0.12,0,"non-SPN","DDAH1"
"AC023282.1",0,0.615188622784213,0.366,0.072,0,"non-SPN","AC023282.1"
"ARHGAP35",0,0.614920870487774,0.93,0.707,0,"non-SPN","ARHGAP35"
"ASB3",0,0.614212979285444,0.996,0.971,0,"non-SPN","ASB3"
"TRAF3",0,0.61421282921829,0.638,0.262,0,"non-SPN","TRAF3"
"CAMK2G",0,0.613754736325515,0.607,0.19,0,"non-SPN","CAMK2G"
"ARHGAP5",0,0.613640391882501,0.957,0.795,0,"non-SPN","ARHGAP5"
"APC",0,0.613062058299989,0.997,0.978,0,"non-SPN","APC"
"GNAI1",0,0.612184035583303,0.562,0.127,0,"non-SPN","GNAI1"
"GALNT10",0,0.611891793585171,0.382,0.161,0,"non-SPN","GALNT10"
"STMN1",0,0.611074375831146,0.471,0.055,0,"non-SPN","STMN1"
"SENP7",0,0.610972214118384,0.949,0.759,0,"non-SPN","SENP7"
"PALLD",0,0.609976222179578,0.678,0.348,0,"non-SPN","PALLD"
"NR2F1-AS1",0,0.608978943678356,0.195,0.002,0,"non-SPN","NR2F1-AS1"
"TTBK2",0,0.608415858659358,0.991,0.93,0,"non-SPN","TTBK2"
"GAPDH",0,0.607461771258094,0.537,0.276,0,"non-SPN","GAPDH"
"INSR",0,0.607164021684881,0.909,0.671,0,"non-SPN","INSR"
"RAB3B",0,0.607007198892757,0.409,0.011,0,"non-SPN","RAB3B"
"LINC02552",0,0.603326891234427,0.208,0.001,0,"non-SPN","LINC02552"
"STK3",0,0.60301208198234,0.482,0.077,0,"non-SPN","STK3"
"MAPK10",0,0.60202501583287,1,0.999,0,"non-SPN","MAPK10"
"CELF4",0,0.601321135599686,0.997,0.991,0,"non-SPN","CELF4"
"MAST2",0,0.60055017740402,0.67,0.344,0,"non-SPN","MAST2"
"TNRC6A",0,0.600441393928718,1,1,0,"non-SPN","TNRC6A"
"PCGF5",0,0.600413976160307,0.968,0.904,0,"non-SPN","PCGF5"
"LINC01885",0,0.600363879121293,0.281,0.007,0,"non-SPN","LINC01885"
"SKAP2",0,0.599661875833392,0.495,0.163,0,"non-SPN","SKAP2"
"LRCH1",0,0.599203843979987,0.905,0.668,0,"non-SPN","LRCH1"
"MRAP2",0,0.59914782403178,0.547,0.176,0,"non-SPN","MRAP2"
"CCDC50",0,0.599079744285693,0.54,0.031,0,"non-SPN","CCDC50"
"DOCK9",0,0.59704624015531,0.958,0.879,0,"non-SPN","DOCK9"
"EEA1",0,0.594933623682428,0.842,0.561,0,"non-SPN","EEA1"
"RASGRF1",0,0.593409607295773,0.612,0.258,0,"non-SPN","RASGRF1"
"HIVEP1",0,0.592611222517174,0.544,0.146,0,"non-SPN","HIVEP1"
"NRXN2",0,0.592136743603588,0.828,0.487,0,"non-SPN","NRXN2"
"AFDN",0,0.591166421833544,0.97,0.842,0,"non-SPN","AFDN"
"MARCH6",0,0.590370034373629,0.993,0.945,0,"non-SPN","MARCH6"
"N4BP2",0,0.589963426443424,0.711,0.442,0,"non-SPN","N4BP2"
"SPINT2",0,0.588139198617977,0.586,0.226,0,"non-SPN","SPINT2"
"MAP1B",0,0.587360337490945,0.995,0.988,0,"non-SPN","MAP1B"
"ATRX",0,0.586847267496472,0.999,0.995,0,"non-SPN","ATRX"
"RBMS3-AS3",0,0.586798248264019,0.493,0.088,0,"non-SPN","RBMS3-AS3"
"NRIP1",0,0.586637124963273,0.776,0.495,0,"non-SPN","NRIP1"
"BMERB1",0,0.585746139241928,0.974,0.885,0,"non-SPN","BMERB1"
"MDGA2",0,0.585007220686705,1,1,0,"non-SPN","MDGA2"
"ANKRD29",0,0.582940354559893,0.467,0.029,0,"non-SPN","ANKRD29"
"CPQ",0,0.582385573617356,0.544,0.297,0,"non-SPN","CPQ"
"AC113383.1",0,0.582208163034443,0.539,0.299,0,"non-SPN","AC113383.1"
"SNX7",0,0.582197825219991,0.524,0.088,0,"non-SPN","SNX7"
"KIAA1109",0,0.580654167142298,0.999,0.993,0,"non-SPN","KIAA1109"
"STXBP1",0,0.57985109074784,0.993,0.92,0,"non-SPN","STXBP1"
"RERE",0,0.579728217332809,1,0.999,0,"non-SPN","RERE"
"ANKRD12",0,0.579024340964239,0.998,0.979,0,"non-SPN","ANKRD12"
"PIK3R3",0,0.577508451112513,0.78,0.509,0,"non-SPN","PIK3R3"
"FHOD3",0,0.576001684463188,0.616,0.152,0,"non-SPN","FHOD3"
"AL445250.1",0,0.575002948459109,0.281,0.008,0,"non-SPN","AL445250.1"
"COL21A1",0,0.574992247848856,0.351,0.045,0,"non-SPN","COL21A1"
"AC007364.1",0,0.573862443279593,0.395,0.072,0,"non-SPN","AC007364.1"
"PAG1",0,0.57298028967692,0.757,0.452,0,"non-SPN","PAG1"
"RNF180",0,0.57290932331386,0.974,0.922,0,"non-SPN","RNF180"
"TSHZ3",0,0.572617235746394,0.445,0.198,0,"non-SPN","TSHZ3"
"AGTPBP1",0,0.572075625008885,0.983,0.916,0,"non-SPN","AGTPBP1"
"AC025809.1",0,0.57181996742228,0.39,0.07,0,"non-SPN","AC025809.1"
"XYLT1",0,0.57172469965539,0.699,0.463,0,"non-SPN","XYLT1"
"MROH7",0,0.570123642814411,0.393,0.001,0,"non-SPN","MROH7"
"SUPT3H",0,0.569449967820626,0.999,0.993,0,"non-SPN","SUPT3H"
"ABCA5",0,0.568514284543961,0.99,0.946,0,"non-SPN","ABCA5"
"CORO1C",0,0.567762344791884,0.556,0.087,0,"non-SPN","CORO1C"
"PRSS12",0,0.56773107192178,0.304,0.007,0,"non-SPN","PRSS12"
"GFRA2",0,0.566402879561499,0.328,0.005,0,"non-SPN","GFRA2"
"CANX",0,0.566303822983537,0.853,0.596,0,"non-SPN","CANX"
"RDX",0,0.565195536790857,0.896,0.669,0,"non-SPN","RDX"
"LANCL3",0,0.562633956850144,0.414,0.029,0,"non-SPN","LANCL3"
"CLASP2",0,0.56092973249578,1,1,0,"non-SPN","CLASP2"
"RCN2",0,0.559761351429005,0.81,0.555,0,"non-SPN","RCN2"
"CEP350",0,0.55881809316169,0.977,0.88,0,"non-SPN","CEP350"
"ATP8A2",0,0.557762805666032,1,0.999,0,"non-SPN","ATP8A2"
"CFAP161",0,0.557438545656538,0.712,0.455,0,"non-SPN","CFAP161"
"RTN3",0,0.555748208574226,1,0.998,0,"non-SPN","RTN3"
"HSP90AA1",0,0.555503446821086,0.97,0.926,0,"non-SPN","HSP90AA1"
"MAGI2",0,0.552995941428527,1,1,0,"non-SPN","MAGI2"
"GSAP",0,0.55289972352716,0.534,0.136,0,"non-SPN","GSAP"
"USP54",0,0.552060169082281,0.587,0.22,0,"non-SPN","USP54"
"GAREM1",0,0.550312680038266,0.581,0.27,0,"non-SPN","GAREM1"
"PODXL2",0,0.550041215338742,0.571,0.153,0,"non-SPN","PODXL2"
"SOGA1",0,0.549714892842163,0.587,0.232,0,"non-SPN","SOGA1"
"CNTN6",0,0.549143257225533,0.4,0.105,0,"non-SPN","CNTN6"
"DOK5",0,0.548054626749167,0.53,0.211,0,"non-SPN","DOK5"
"LPCAT2",0,0.546927907112992,0.441,0.002,0,"non-SPN","LPCAT2"
"SLC25A36",0,0.546769871949984,0.888,0.668,0,"non-SPN","SLC25A36"
"BCHE",0,0.546703232492176,0.374,0.043,0,"non-SPN","BCHE"
"CTBP2",0,0.546312401133727,0.484,0.071,0,"non-SPN","CTBP2"
"AKT3",0,0.54405871585905,1,0.999,0,"non-SPN","AKT3"
"MIPOL1",0,0.543651274920849,0.966,0.907,0,"non-SPN","MIPOL1"
"CALB2",0,0.543291453001455,0.321,0.001,0,"non-SPN","CALB2"
"PDE8A",0,0.542851639821251,0.932,0.795,0,"non-SPN","PDE8A"
"KIAA0355",0,0.541425470492538,0.537,0.114,0,"non-SPN","KIAA0355"
"ELAVL3",0,0.541182834854911,0.949,0.787,0,"non-SPN","ELAVL3"
"HDAC8",0,0.539839278941671,0.986,0.925,0,"non-SPN","HDAC8"
"RUNX2",0,0.539803061455269,0.469,0.25,0,"non-SPN","RUNX2"
"IL6ST",0,0.536051899158901,0.736,0.469,0,"non-SPN","IL6ST"
"NAPB",0,0.535372932096032,0.846,0.606,0,"non-SPN","NAPB"
"VWC2L",0,0.53505510217187,0.292,0.031,0,"non-SPN","VWC2L"
"NBEA",0,0.534841607096074,1,1,0,"non-SPN","NBEA"
"CAMTA1",0,0.534358801510051,1,0.999,0,"non-SPN","CAMTA1"
"PTPRJ",0,0.529908497925075,0.936,0.793,0,"non-SPN","PTPRJ"
"SMAD9",0,0.528739407673157,0.489,0.224,0,"non-SPN","SMAD9"
"IL1RAP",0,0.527688295078944,0.488,0.261,0,"non-SPN","IL1RAP"
"MLIP",0,0.527545313213669,0.231,0.007,0,"non-SPN","MLIP"
"DNAJC6",0,0.526818193436263,0.997,0.974,0,"non-SPN","DNAJC6"
"GRIN3A",0,0.526292865216641,0.27,0.014,0,"non-SPN","GRIN3A"
"AL132857.1",0,0.52626618063401,0.427,0.019,0,"non-SPN","AL132857.1"
"MAGI2-AS3",0,0.525521999006328,0.537,0.107,0,"non-SPN","MAGI2-AS3"
"ZMIZ1",0,0.524981390151626,0.499,0.239,0,"non-SPN","ZMIZ1"
"ACOT11",0,0.524074959163917,0.382,0.001,0,"non-SPN","ACOT11"
"EPS15L1",0,0.522685566594516,0.886,0.672,0,"non-SPN","EPS15L1"
"RNF157",0,0.52155137558562,0.803,0.553,0,"non-SPN","RNF157"
"SLC6A15",0,0.520597261176897,0.784,0.495,0,"non-SPN","SLC6A15"
"SYT17",0,0.520180488910881,0.373,0,0,"non-SPN","SYT17"
"SFRP1",0,0.519445450502212,0.382,0,0,"non-SPN","SFRP1"
"MICAL2",0,0.517538793550318,0.746,0.492,0,"non-SPN","MICAL2"
"RFC1",0,0.517327016703851,0.657,0.393,0,"non-SPN","RFC1"
"FRYL",0,0.517114480162559,0.985,0.931,0,"non-SPN","FRYL"
"MBP",0,0.516930429557384,0.428,0.007,0,"non-SPN","MBP"
"NRXN3",0,0.516604270507915,1,1,0,"non-SPN","NRXN3"
"HSPA4L",0,0.516526636679505,0.915,0.741,0,"non-SPN","HSPA4L"
"ZYG11B",0,0.51533327439427,0.892,0.67,0,"non-SPN","ZYG11B"
"RALGAPA2",0,0.515015541817471,0.961,0.866,0,"non-SPN","RALGAPA2"
"PGRMC1",0,0.515002346775203,0.551,0.298,0,"non-SPN","PGRMC1"
"KCNT2",0,0.513679640968727,0.358,0.077,0,"non-SPN","KCNT2"
"NRSN1",0,0.513298889790944,0.938,0.762,0,"non-SPN","NRSN1"
"AF117829.1",0,0.512051138525245,0.857,0.654,0,"non-SPN","AF117829.1"
"AAK1",0,0.511843729856116,0.999,0.996,0,"non-SPN","AAK1"
"SV2A",0,0.511793769153797,0.778,0.529,0,"non-SPN","SV2A"
"TAFA5",0,0.511245211466386,0.91,0.772,0,"non-SPN","TAFA5"
"FGFR1",0,0.510716536910947,0.43,0.022,0,"non-SPN","FGFR1"
"RGS7",0,0.510121698115816,0.993,0.999,0,"non-SPN","RGS7"
"TRIO",0,0.509094578363968,1,0.998,0,"non-SPN","TRIO"
"LINC01473",0,0.50908224413306,0.96,0.843,0,"non-SPN","LINC01473"
"KCNMB2-AS1",0,0.508322483430406,0.406,0.11,0,"non-SPN","KCNMB2-AS1"
"RALGAPA1",0,0.506357266812315,0.997,0.987,0,"non-SPN","RALGAPA1"
"LINC01411",0,0.506132187524528,0.263,0.073,0,"non-SPN","LINC01411"
"ACSL4",0,0.504954964305966,0.867,0.645,0,"non-SPN","ACSL4"
"PHIP",0,0.50452729916692,0.991,0.971,0,"non-SPN","PHIP"
"HACD3",0,0.503548690141134,0.869,0.654,0,"non-SPN","HACD3"
"MAMDC2",0,0.501854771461321,0.371,0.061,0,"non-SPN","MAMDC2"
"IQSEC3",0,0.501464812670101,0.724,0.455,0,"non-SPN","IQSEC3"
"ANKH",0,0.5013125764099,0.99,0.949,0,"non-SPN","ANKH"
"NUAK1",0,0.501149275747193,0.577,0.294,0,"non-SPN","NUAK1"
"FGF12",0,0.499777953371736,1,0.999,0,"non-SPN","FGF12"
"ITM2B",0,0.499747018717038,0.936,0.8,0,"non-SPN","ITM2B"
"MAP4K3",0,0.499393789370092,0.998,0.986,0,"non-SPN","MAP4K3"
"CHD2",0,0.496480387618178,0.991,0.959,0,"non-SPN","CHD2"
"ST6GAL1",0,0.496266673932866,0.454,0.112,0,"non-SPN","ST6GAL1"
"ST6GAL2",0,0.49621023761652,0.726,0.508,0,"non-SPN","ST6GAL2"
"FNBP1",0,0.495635453022996,0.966,0.844,0,"non-SPN","FNBP1"
"STAT5B",0,0.494993321994965,0.772,0.523,0,"non-SPN","STAT5B"
"SYT16",0,0.494750776325656,0.962,0.985,0,"non-SPN","SYT16"
"ITPRID2",0,0.49435251789763,0.725,0.469,0,"non-SPN","ITPRID2"
"SESTD1",0,0.4941760051032,0.97,0.873,0,"non-SPN","SESTD1"
"SPRY4-AS1",0,0.49298132904822,0.286,0.05,0,"non-SPN","SPRY4-AS1"
"TLE2",0,0.491613616097212,0.44,0.035,0,"non-SPN","TLE2"
"NDFIP1",0,0.491000903216051,0.99,0.935,0,"non-SPN","NDFIP1"
"AC010210.1",0,0.49078500618752,0.45,0.126,0,"non-SPN","AC010210.1"
"SH3D19",0,0.490725054958774,0.774,0.545,0,"non-SPN","SH3D19"
"NGF",0,0.49053087244182,0.35,0.002,0,"non-SPN","NGF"
"GLP1R",0,0.489388288950849,0.294,0.001,0,"non-SPN","GLP1R"
"USP33",0,0.489065265550519,0.99,0.943,0,"non-SPN","USP33"
"FAM135A",0,0.488734098638913,0.979,0.907,0,"non-SPN","FAM135A"
"AL136456.1",0,0.488502029094713,0.247,0.037,0,"non-SPN","AL136456.1"
"GFOD1",0,0.487507807529248,0.97,0.899,0,"non-SPN","GFOD1"
"SLC8A3",0,0.486715291415923,0.885,0.706,0,"non-SPN","SLC8A3"
"TRPC7",0,0.485781736731043,0.246,0.065,0,"non-SPN","TRPC7"
"PSMG2",0,0.485576833351027,0.654,0.376,0,"non-SPN","PSMG2"
"NKX2-1",0,0.485569459537506,0.419,0,0,"non-SPN","NKX2-1"
"CLSTN1",0,0.484818518551256,0.973,0.865,0,"non-SPN","CLSTN1"
"CCDC91",0,0.483708679450798,0.997,0.985,0,"non-SPN","CCDC91"
"FBN1",0,0.483279305769753,0.958,0.865,0,"non-SPN","FBN1"
"PTEN",0,0.482928199865406,0.984,0.942,0,"non-SPN","PTEN"
"SPIN1",0,0.481822533811583,0.994,0.972,0,"non-SPN","SPIN1"
"TUBA1B",0,0.479918091158881,0.521,0.267,0,"non-SPN","TUBA1B"
"MACF1",0,0.478249063710287,1,0.999,0,"non-SPN","MACF1"
"SLC27A6",0,0.477680366828255,0.138,0.019,0,"non-SPN","SLC27A6"
"TMEM178B",0,0.477574362382516,0.999,0.999,0,"non-SPN","TMEM178B"
"RMST",0,0.477070301251583,0.107,0.002,0,"non-SPN","RMST"
"PSPC1",0,0.476056005382297,0.994,0.971,0,"non-SPN","PSPC1"
"SCMH1",0,0.475827729030013,0.994,0.957,0,"non-SPN","SCMH1"
"SRGAP2",0,0.474224843353973,0.93,0.783,0,"non-SPN","SRGAP2"
"LARP1",0,0.473657148633729,0.931,0.785,0,"non-SPN","LARP1"
"TLE5",0,0.473569127137647,0.712,0.439,0,"non-SPN","TLE5"
"PHKB",0,0.473133868839176,0.979,0.921,0,"non-SPN","PHKB"
"LINC02406",0,0.472903648022341,0.354,0.011,0,"non-SPN","LINC02406"
"GKAP1",0,0.472651068652758,0.527,0.194,0,"non-SPN","GKAP1"
"VAV2",0,0.471565550904831,0.423,0.012,0,"non-SPN","VAV2"
"HDGFL3",0,0.471051069790597,0.903,0.713,0,"non-SPN","HDGFL3"
"C5orf56",0,0.470787351605744,0.496,0.166,0,"non-SPN","C5orf56"
"PLCE1",0,0.470403077650644,0.263,0.056,0,"non-SPN","PLCE1"
"PUS7L",0,0.470288011656687,0.96,0.883,0,"non-SPN","PUS7L"
"SLC5A3",0,0.469815696693238,0.624,0.356,0,"non-SPN","SLC5A3"
"SPOCK2",0,0.46950582941714,0.773,0.541,0,"non-SPN","SPOCK2"
"YWHAG",0,0.468714584016789,0.935,0.801,0,"non-SPN","YWHAG"
"ZNF292",0,0.467444332315408,0.998,0.991,0,"non-SPN","ZNF292"
"RNF11",0,0.467027035983512,0.732,0.467,0,"non-SPN","RNF11"
"MROH1",0,0.466711901275829,0.8,0.579,0,"non-SPN","MROH1"
"AL133346.1",0,0.466035068861145,0.214,0.006,0,"non-SPN","AL133346.1"
"PPM1K",0,0.465316944552076,0.932,0.798,0,"non-SPN","PPM1K"
"ARHGEF11",0,0.465182180848528,0.93,0.797,0,"non-SPN","ARHGEF11"
"EVI5",0,0.46453834340201,0.976,0.888,0,"non-SPN","EVI5"
"AJAP1",0,0.462890186031998,0.913,0.778,0,"non-SPN","AJAP1"
"DIP2B",0,0.462801893189038,0.987,0.944,0,"non-SPN","DIP2B"
"STX7",0,0.461551764368127,0.82,0.582,0,"non-SPN","STX7"
"INPP5B",0,0.461339556343249,0.496,0.14,0,"non-SPN","INPP5B"
"GRK4",0,0.46070646991445,0.77,0.523,0,"non-SPN","GRK4"
"CACNA2D2",0,0.460103043782461,0.61,0.388,0,"non-SPN","CACNA2D2"
"KIDINS220",0,0.460048202648923,0.993,0.961,0,"non-SPN","KIDINS220"
"C11orf58",0,0.459342527397721,0.932,0.823,0,"non-SPN","C11orf58"
"LIPA",0,0.459272698243055,0.579,0.35,0,"non-SPN","LIPA"
"ZNF33B",0,0.458883654796268,0.577,0.32,0,"non-SPN","ZNF33B"
"TSPYL1",0,0.458854019114683,0.816,0.616,0,"non-SPN","TSPYL1"
"CNTN1",0,0.458853396535517,1,1,0,"non-SPN","CNTN1"
"AFAP1",0,0.458592617144951,0.693,0.455,0,"non-SPN","AFAP1"
"ITGA8",0,0.45710091423056,0.199,0.012,0,"non-SPN","ITGA8"
"ZFYVE16",0,0.456512231825007,0.94,0.807,0,"non-SPN","ZFYVE16"
"LRFN2",0,0.455994519677293,0.358,0.122,0,"non-SPN","LRFN2"
"SYTL2",0,0.454884222385428,0.489,0.172,0,"non-SPN","SYTL2"
"DNM1",0,0.454614836793478,0.97,0.902,0,"non-SPN","DNM1"
"PPP6R3",0,0.453980188963417,0.992,0.956,0,"non-SPN","PPP6R3"
"KLC1",0,0.453511203220555,0.941,0.793,0,"non-SPN","KLC1"
"LUC7L3",0,0.452349890707584,0.999,0.99,0,"non-SPN","LUC7L3"
"SAMD3",0,0.452070551389828,0.137,0.011,0,"non-SPN","SAMD3"
"PUM2",0,0.451822719755831,0.994,0.972,0,"non-SPN","PUM2"
"RNF149",0,0.451195653291292,0.817,0.555,0,"non-SPN","RNF149"
"ZFAND4",0,0.451188216605173,0.465,0.075,0,"non-SPN","ZFAND4"
"RERGL",0,0.450952738461763,0.149,0.012,0,"non-SPN","RERGL"
"ADAM32",0,0.449046060171998,0.452,0.143,0,"non-SPN","ADAM32"
"URI1",0,0.448868938338134,0.959,0.868,0,"non-SPN","URI1"
"DGKD",0,0.447721836453698,0.79,0.561,0,"non-SPN","DGKD"
"EIF1",0,0.447537454472225,0.667,0.43,0,"non-SPN","EIF1"
"CASC4",0,0.447181986790354,0.993,0.959,0,"non-SPN","CASC4"
"SMCHD1",0,0.44637832548648,0.987,0.952,0,"non-SPN","SMCHD1"
"KITLG",0,0.446306055461877,0.411,0.167,0,"non-SPN","KITLG"
"CREG2",0,0.446254810130002,0.413,0.042,0,"non-SPN","CREG2"
"WDR19",0,0.446177714725247,0.917,0.794,0,"non-SPN","WDR19"
"KIF2A",0,0.445695372371869,0.938,0.827,0,"non-SPN","KIF2A"
"PPP2CB",0,0.444947128498874,0.755,0.515,0,"non-SPN","PPP2CB"
"ATXN2",0,0.443698870880545,0.996,0.978,0,"non-SPN","ATXN2"
"MAPT",0,0.441762928974087,0.993,0.965,0,"non-SPN","MAPT"
"WASF3",0,0.440057252176193,0.799,0.601,0,"non-SPN","WASF3"
"UBE2H",0,0.438440289765909,0.979,0.894,0,"non-SPN","UBE2H"
"KCNQ1",0,0.437637266310704,0.413,0.156,0,"non-SPN","KCNQ1"
"MAP4",0,0.436799977964425,0.867,0.703,0,"non-SPN","MAP4"
"NORAD",0,0.436234557773589,0.828,0.633,0,"non-SPN","NORAD"
"CASD1",0,0.436107674905623,0.925,0.832,0,"non-SPN","CASD1"
"LINC01837",0,0.435971290018831,0.282,0.006,0,"non-SPN","LINC01837"
"MYCBP2",0,0.435847526478025,1,1,0,"non-SPN","MYCBP2"
"SYP",0,0.43511168311755,0.763,0.504,0,"non-SPN","SYP"
"EPDR1",0,0.435016703106014,0.44,0.056,0,"non-SPN","EPDR1"
"SEPTIN6",0,0.434730934405126,0.464,0.096,0,"non-SPN","SEPTIN6"
"EIF4G3",0,0.434697210016178,1,1,0,"non-SPN","EIF4G3"
"BAALC",0,0.434663847477416,0.469,0.138,0,"non-SPN","BAALC"
"AC079793.1",0,0.432915703889271,0.155,0.004,0,"non-SPN","AC079793.1"
"LUC7L2",0,0.432744915813943,0.992,0.964,0,"non-SPN","LUC7L2"
"COLGALT2",0,0.431058429506168,0.424,0.058,0,"non-SPN","COLGALT2"
"MID1",0,0.430586593106638,0.4,0.152,0,"non-SPN","MID1"
"ACSL6",0,0.430480621106134,0.861,0.69,0,"non-SPN","ACSL6"
"ZNF280D",0,0.429390019944639,0.971,0.915,0,"non-SPN","ZNF280D"
"PRKAR1B",0,0.429273506254308,0.828,0.598,0,"non-SPN","PRKAR1B"
"SNRNP70",0,0.429213185858184,0.95,0.853,0,"non-SPN","SNRNP70"
"KTN1",0,0.429144503061403,0.98,0.937,0,"non-SPN","KTN1"
"SNRPN",0,0.429130939960578,0.992,0.997,0,"non-SPN","SNRPN"
"TGFBR3",0,0.428394353213685,0.332,0.095,0,"non-SPN","TGFBR3"
"HNRNPA3",0,0.42814131447955,0.866,0.658,0,"non-SPN","HNRNPA3"
"EPS15",0,0.427901242895702,0.668,0.428,0,"non-SPN","EPS15"
"TMEM165",0,0.427712166370721,0.823,0.598,0,"non-SPN","TMEM165"
"MARK1",0,0.427445436619043,0.989,0.951,0,"non-SPN","MARK1"
"KCNJ6",0,0.427142959814431,0.265,0.027,0,"non-SPN","KCNJ6"
"KMO",0,0.426052353130048,0.241,0.01,0,"non-SPN","KMO"
"NINL",0,0.426021829610121,0.713,0.462,0,"non-SPN","NINL"
"KIF16B",0,0.425998164492305,0.933,0.831,0,"non-SPN","KIF16B"
"TM6SF1",0,0.424604210379831,0.348,0.053,0,"non-SPN","TM6SF1"
"HIPK2",0,0.423938681171488,0.52,0.286,0,"non-SPN","HIPK2"
"EPS8",0,0.423114146929284,0.356,0.084,0,"non-SPN","EPS8"
"NDST4",0,0.423106618614132,0.25,0.032,0,"non-SPN","NDST4"
"CALY",0,0.422906494085554,0.85,0.705,0,"non-SPN","CALY"
"SCAF11",0,0.422709343559347,0.873,0.688,0,"non-SPN","SCAF11"
"RBM6",0,0.421444222230568,0.996,0.985,0,"non-SPN","RBM6"
"TBCK",0,0.421268482366468,0.995,0.974,0,"non-SPN","TBCK"
"EBF4",0,0.420539598548725,0.387,0.033,0,"non-SPN","EBF4"
"SPECC1",0,0.419809764691574,0.929,0.751,0,"non-SPN","SPECC1"
"VSTM2A-OT1",0,0.419643313237712,0.483,0.231,0,"non-SPN","VSTM2A-OT1"
