"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","pct_subtract","weighted_logFC"
"MAML2",0,0.741104754918421,0.565,0.132,0,"non-SPN","MAML2",0.433,0.320898358879676
"PTPRJ",0,0.740775496620915,0.994,0.931,0,"non-SPN","PTPRJ",0.0629999999999999,0.0466688562871176
"SMOC1",0,0.738308977406201,0.391,0.027,0,"non-SPN","SMOC1",0.364,0.268744467775857
"VSTM2A",0,0.737498801419385,0.863,0.457,0,"non-SPN","VSTM2A",0.406,0.29942451337627
"OSBPL1A",0,0.733866437469441,0.985,0.892,0,"non-SPN","OSBPL1A",0.093,0.068249578684658
"RUNX2",0,0.731042141331455,0.639,0.29,0,"non-SPN","RUNX2",0.349,0.255133707324678
"TRIM2",0,0.73076672026946,0.999,0.991,0,"non-SPN","TRIM2",0.00800000000000001,0.00584613376215569
"CPQ",0,0.727547615364519,0.811,0.468,0,"non-SPN","CPQ",0.343,0.24954883207003
"KIFAP3",0,0.725952098917304,1,0.995,0,"non-SPN","KIFAP3",0.005,0.00362976049458652
"PCGF5",0,0.72437926367282,0.992,0.946,0,"non-SPN","PCGF5",0.046,0.0333214461289497
"NR3C2",0,0.723769204600484,0.996,0.987,0,"non-SPN","NR3C2",0.00900000000000001,0.00651392284140437
"CAPS2",0,0.719281241382754,0.922,0.641,0,"non-SPN","CAPS2",0.281,0.202118028828554
"TMEM178A",0,0.718897601331657,0.949,0.901,0,"non-SPN","TMEM178A",0.0479999999999999,0.0345070848639195
"SNAP91",0,0.712725771983353,1,0.995,0,"non-SPN","SNAP91",0.005,0.00356362885991677
"TUT4",0,0.711540943703585,0.998,0.984,0,"non-SPN","TUT4",0.014,0.0099615732118502
"PDE8A",0,0.710091620234114,0.988,0.926,0,"non-SPN","PDE8A",0.0619999999999999,0.044025680454515
"PPM1H",0,0.709979169200559,0.996,0.926,0,"non-SPN","PPM1H",0.07,0.0496985418440391
"LRRFIP1",0,0.70501353913439,0.994,0.958,0,"non-SPN","LRRFIP1",0.036,0.0253804874088381
"LRCH1",0,0.700336834836653,0.977,0.773,0,"non-SPN","LRCH1",0.204,0.142868714306677
"GALNT2",0,0.699571632025443,0.968,0.863,0,"non-SPN","GALNT2",0.105,0.0734550213626715
"MFN1",0,0.699123382154972,0.966,0.719,0,"non-SPN","MFN1",0.247,0.172683475392278
"SUPT3H",0,0.698582485384053,1,0.998,0,"non-SPN","SUPT3H",0.002,0.00139716497076811
"ARHGAP5",0,0.696278929009266,0.987,0.87,0,"non-SPN","ARHGAP5",0.117,0.0814646346940841
"KCNK10",0,0.696162582795926,0.673,0.025,0,"non-SPN","KCNK10",0.648,0.45111335365176
"AMOTL1",0,0.695291318278061,0.752,0.098,0,"non-SPN","AMOTL1",0.654,0.454720522153852
"CECR2",0,0.694664553220912,0.5,0.004,0,"non-SPN","CECR2",0.496,0.344553618397573
"MICAL2",0,0.69256925356404,0.937,0.757,0,"non-SPN","MICAL2",0.18,0.124662465641527
"PLPP4",0,0.691621362990533,0.407,0.007,0,"non-SPN","PLPP4",0.4,0.276648545196213
"OLFM2",0,0.689315704307983,0.759,0.195,0,"non-SPN","OLFM2",0.564,0.388774057229702
"MBOAT2",0,0.68670131354861,0.982,0.833,0,"non-SPN","MBOAT2",0.149,0.102318495718743
"TEAD1",0,0.684829060154865,0.786,0.543,0,"non-SPN","TEAD1",0.243,0.166413461617632
"PALLD",0,0.682885833833088,0.846,0.412,0,"non-SPN","PALLD",0.434,0.29637245188356
"CRABP1",0,0.68119657429081,0.62,0.009,0,"non-SPN","CRABP1",0.611,0.416211106891685
"ERBIN",0,0.6790265767129,0.994,0.917,0,"non-SPN","ERBIN",0.077,0.0522850464068932
"DENND2A",0,0.678787574953155,0.716,0.106,0,"non-SPN","DENND2A",0.61,0.414060420721424
"ASB3",0,0.676443761304016,1,0.994,0,"non-SPN","ASB3",0.00600000000000001,0.0040586625678241
"CAPZB",0,0.676211324141914,0.988,0.892,0,"non-SPN","CAPZB",0.096,0.0649162871176237
"NCOR2",0,0.673250546878561,0.939,0.662,0,"non-SPN","NCOR2",0.277,0.186490401485361
"RAPGEF2",0,0.673153032420606,0.998,0.973,0,"non-SPN","RAPGEF2",0.025,0.0168288258105152
"FAM13C",0,0.672568547076163,0.913,0.66,0,"non-SPN","FAM13C",0.253,0.170159842410269
"MRAP2",0,0.66860911803956,0.755,0.291,0,"non-SPN","MRAP2",0.464,0.310234630770356
"ST6GAL2",0,0.668200416911796,0.868,0.652,0,"non-SPN","ST6GAL2",0.216,0.144331290052948
"ALK",0,0.66814540394101,0.632,0.311,0,"non-SPN","ALK",0.321,0.214474674665064
"ARL6IP1",0,0.667685867773321,0.937,0.665,0,"non-SPN","ARL6IP1",0.272,0.181610556034343
"RASGRF1",0,0.663661034422079,0.903,0.512,0,"non-SPN","RASGRF1",0.391,0.259491464459033
"NAV1",0,0.662641743368688,0.965,0.841,0,"non-SPN","NAV1",0.124,0.0821675761777173
"USP54",0,0.661922909456978,0.751,0.221,0,"non-SPN","USP54",0.53,0.350819142012198
"PLPPR5",0,0.660959431797264,0.969,0.913,0,"non-SPN","PLPPR5",0.0559999999999999,0.0370137281806467
"ANKRD12",0,0.657797498927365,1,0.994,0,"non-SPN","ANKRD12",0.00600000000000001,0.00394678499356419
"MAST1",0,0.657546175083869,0.79,0.226,0,"non-SPN","MAST1",0.564,0.370856042747302
"GFRA2",0,0.654327802510976,0.436,0.011,0,"non-SPN","GFRA2",0.425,0.278089316067165
"MAST2",0,0.651661561901176,0.895,0.552,0,"non-SPN","MAST2",0.343,0.223519915732103
"ANKH",0,0.651373193553167,0.998,0.974,0,"non-SPN","ANKH",0.024,0.015632956645276
"RNF180",0,0.650495390892639,0.993,0.968,0,"non-SPN","RNF180",0.025,0.016262384772316
"EFR3A",0,0.650428116742343,0.925,0.611,0,"non-SPN","EFR3A",0.314,0.204234428657096
"CNTN6",0,0.646225073158804,0.549,0.161,0,"non-SPN","CNTN6",0.388,0.250735328385616
"SOGA1",0,0.645080057022963,0.803,0.305,0,"non-SPN","SOGA1",0.498,0.321249868397435
"CAMK2G",0,0.644922166913061,0.799,0.286,0,"non-SPN","CAMK2G",0.513,0.3308450716264
"CTBP2",0,0.644685412545758,0.669,0.112,0,"non-SPN","CTBP2",0.557,0.359089774787987
"RASA1",0,0.643459038764753,0.996,0.966,0,"non-SPN","RASA1",0.03,0.0193037711629426
"PIK3R3",0,0.643000461579553,0.905,0.628,0,"non-SPN","PIK3R3",0.277,0.178111127857536
"N4BP2",0,0.64164101837844,0.786,0.429,0,"non-SPN","N4BP2",0.357,0.229065843561103
"STXBP1",0,0.638932188927765,1,0.976,0,"non-SPN","STXBP1",0.024,0.0153343725342664
"ROR1",0,0.638630475719699,0.346,0.035,0,"non-SPN","ROR1",0.311,0.198614077948826
"RNF130",0,0.638312488632597,0.995,0.939,0,"non-SPN","RNF130",0.056,0.0357454993634254
"SENP7",0,0.635388852942222,0.993,0.902,0,"non-SPN","SENP7",0.091,0.0578203856177422
"ZMIZ1",0,0.634883991979388,0.728,0.4,0,"non-SPN","ZMIZ1",0.328,0.208241949369239
"ABCA10",0,0.634478799826548,0.927,0.749,0,"non-SPN","ABCA10",0.178,0.112937226369126
"ELAVL4",0,0.63216400778957,0.626,0.015,0,"non-SPN","ELAVL4",0.611,0.386252208759427
"PRSS12",0,0.631942545261146,0.415,0.08,0,"non-SPN","PRSS12",0.335,0.211700752662484
"TIMP2",0,0.628782543604675,0.697,0.004,0,"non-SPN","TIMP2",0.693,0.435746302718039
"COL21A1",0,0.627568466574877,0.468,0.099,0,"non-SPN","COL21A1",0.369,0.23157276416613
"DDAH1",0,0.625751762766785,0.594,0.149,0,"non-SPN","DDAH1",0.445,0.278459534431219
"ANKRD29",0,0.62574513238073,0.661,0.062,0,"non-SPN","ANKRD29",0.599,0.374821334296058
"GSAP",0,0.622453143827954,0.718,0.177,0,"non-SPN","GSAP",0.541,0.336747150810923
"CCDC50",0,0.622368367144486,0.727,0.057,0,"non-SPN","CCDC50",0.67,0.416986805986806
"SEPTIN7",0,0.621351102444547,0.998,0.975,0,"non-SPN","SEPTIN7",0.023,0.0142910753562246
"TAC3",0,0.620016701025152,0.367,0.013,0,"non-SPN","TAC3",0.354,0.219485912162904
"XPO1",0,0.619796534090817,0.997,0.95,0,"non-SPN","XPO1",0.047,0.0291304371022684
"DOCK9",0,0.616168969144262,0.988,0.958,0,"non-SPN","DOCK9",0.03,0.0184850690743279
"TPM1",0,0.615725763025865,0.947,0.859,0,"non-SPN","TPM1",0.088,0.0541838671462761
"PHIP",0,0.615675491646184,0.998,0.981,0,"non-SPN","PHIP",0.017,0.0104664833579851
"LRRC39",0,0.614568871198359,0.634,0.331,0,"non-SPN","LRRC39",0.303,0.186214367973103
"INSR",0,0.614038358380896,0.955,0.726,0,"non-SPN","INSR",0.229,0.140614784069225
"CFAP161",0,0.61196228614976,0.89,0.664,0,"non-SPN","CFAP161",0.226,0.138303476669846
"NOL4",0,0.6116196956851,0.995,0.971,0,"non-SPN","NOL4",0.024,0.0146788726964424
"ARHGAP35",0,0.611551562527727,0.981,0.863,0,"non-SPN","ARHGAP35",0.118,0.0721630843782718
"NINL",0,0.611497050963428,0.905,0.545,0,"non-SPN","NINL",0.36,0.220138938346834
"SMARCA2",0,0.605947147397989,0.998,0.992,0,"non-SPN","SMARCA2",0.00600000000000001,0.00363568288438794
"NRXN2",0,0.604856061545762,0.966,0.712,0,"non-SPN","NRXN2",0.254,0.153633439632623
"TRAF3",0,0.604465276557239,0.886,0.51,0,"non-SPN","TRAF3",0.376,0.227278943985522
"BCHE",0,0.603253860883373,0.513,0.061,0,"non-SPN","BCHE",0.452,0.272670745119285
"IL1RAP",0,0.602008057858012,0.765,0.481,0,"non-SPN","IL1RAP",0.284,0.170970288431675
"NAP1L3",0,0.600787758208079,0.7,0.288,0,"non-SPN","NAP1L3",0.412,0.247524556381729
"LANCL3",0,0.600496107557047,0.573,0.068,0,"non-SPN","LANCL3",0.505,0.303250534316309
"SMAD9",0,0.600035379635733,0.662,0.264,0,"non-SPN","SMAD9",0.398,0.238814081095022
"AFDN",0,0.598752459109697,0.996,0.94,0,"non-SPN","AFDN",0.056,0.0335301377101431
"LANCL1",0,0.594544848608222,0.989,0.986,0,"non-SPN","LANCL1",0.003,0.00178363454582467
"LRFN2",0,0.592551565586769,0.428,0.103,0,"non-SPN","LRFN2",0.325,0.1925792588157
"GLP1R",0,0.592173681594223,0.444,0.003,0,"non-SPN","GLP1R",0.441,0.261148593583052
"TSHZ3",0,0.592009036254763,0.583,0.236,0,"non-SPN","TSHZ3",0.347,0.205427135580403
"GNG2",0,0.590526933400043,0.517,0.053,0,"non-SPN","GNG2",0.464,0.27400449709762
"STK3",0,0.589416671997582,0.606,0.12,0,"non-SPN","STK3",0.486,0.286456502590825
"MEF2A",0,0.588256286098103,0.997,0.992,0,"non-SPN","MEF2A",0.005,0.00294128143049052
"TTBK2",0,0.588190248393103,0.998,0.974,0,"non-SPN","TTBK2",0.024,0.0141165659614345
"SESTD1",0,0.587275403735875,0.993,0.936,0,"non-SPN","SESTD1",0.0569999999999999,0.0334746980129448
"SERINC5",0,0.585158016989897,0.849,0.722,0,"non-SPN","SERINC5",0.127,0.0743150681577169
"HTRA1",0,0.585084058222805,0.552,0.003,0,"non-SPN","HTRA1",0.549,0.32121114796432
"DNAJC6",0,0.584478655061686,1,0.995,0,"non-SPN","DNAJC6",0.005,0.00292239327530843
"HIVEP3",0,0.584101124627468,0.998,0.99,0,"non-SPN","HIVEP3",0.00800000000000001,0.00467280899701975
"VWC2L",0,0.583187266200912,0.401,0.056,0,"non-SPN","VWC2L",0.345,0.201199606839315
"KMO",0,0.580821361347699,0.385,0.024,0,"non-SPN","KMO",0.361,0.209676511446519
"CORO1C",0,0.579357395419785,0.763,0.255,0,"non-SPN","CORO1C",0.508,0.294313556873251
"HDAC8",0,0.578079041782855,0.997,0.968,0,"non-SPN","HDAC8",0.029,0.0167642922117028
"PAK3",0,0.578016089707159,0.999,0.996,0,"non-SPN","PAK3",0.003,0.00173404826912148
"PGM2L1",0,0.577703244793817,0.788,0.446,0,"non-SPN","PGM2L1",0.342,0.197574509719485
"TM6SF1",0,0.577359030935225,0.504,0.071,0,"non-SPN","TM6SF1",0.433,0.249996460394953
"SERINC1",0,0.574070341731476,0.988,0.931,0,"non-SPN","SERINC1",0.0569999999999999,0.0327220094786941
"BMERB1",0,0.573006637107074,0.997,0.964,0,"non-SPN","BMERB1",0.033,0.0189092190245334
"EEA1",0,0.57139982966505,0.947,0.754,0,"non-SPN","EEA1",0.193,0.110280167125355
"NRSN1",0,0.569993537085432,0.992,0.893,0,"non-SPN","NRSN1",0.099,0.0564293601714577
"HIVEP1",0,0.569885551735198,0.69,0.234,0,"non-SPN","HIVEP1",0.456,0.25986781159125
"NUAK1",0,0.568283647054466,0.8,0.437,0,"non-SPN","NUAK1",0.363,0.206286963880771
"MROH7",0,0.565658778321535,0.527,0.001,0,"non-SPN","MROH7",0.526,0.297536517397127
"AGTPBP1",0,0.565432129934871,0.999,0.973,0,"non-SPN","AGTPBP1",0.026,0.0147012353783067
"CHML",0,0.564656236148957,0.479,0.145,0,"non-SPN","CHML",0.334,0.188595182873751
"TAFA5",0,0.564597680903158,0.977,0.924,0,"non-SPN","TAFA5",0.0529999999999999,0.0299236770878673
"RNF157",0,0.563616234715365,0.954,0.796,0,"non-SPN","RNF157",0.158,0.0890513650850276
"FNBP1",0,0.56332841065677,0.994,0.945,0,"non-SPN","FNBP1",0.049,0.0276030921221818
"SNX7",0,0.56307910269018,0.641,0.09,0,"non-SPN","SNX7",0.551,0.310256585582289
"CALB2",0,0.561878738761075,0.422,0.005,0,"non-SPN","CALB2",0.417,0.234303434063368
"LPCAT2",0,0.561748169983043,0.594,0.016,0,"non-SPN","LPCAT2",0.578,0.324690442250199
"EPS15L1",0,0.561223823291727,0.982,0.868,0,"non-SPN","EPS15L1",0.114,0.0639795158552569
"CHD2",0,0.561172451469123,0.999,0.988,0,"non-SPN","CHD2",0.011,0.00617289696616036
"PODXL2",0,0.559559346897344,0.763,0.237,0,"non-SPN","PODXL2",0.526,0.294328216468003
"FAM81A",0,0.558259458915791,0.745,0.345,0,"non-SPN","FAM81A",0.4,0.223303783566316
"RFC1",0,0.557124195352998,0.881,0.611,0,"non-SPN","RFC1",0.27,0.150423532745309
"SCMH1",0,0.556047534760669,0.998,0.988,0,"non-SPN","SCMH1",0.01,0.00556047534760669
"GNAI1",0,0.55537034676807,0.687,0.213,0,"non-SPN","GNAI1",0.474,0.263245544368065
"MAP4K3",0,0.555043926352564,0.999,0.997,0,"non-SPN","MAP4K3",0.002,0.00111008785270513
"SV2A",0,0.552985694868711,0.95,0.783,0,"non-SPN","SV2A",0.167,0.0923486110430746
"RALGAPA2",0,0.552724421206255,0.995,0.956,0,"non-SPN","RALGAPA2",0.039,0.0215562524270439
"RNF144B",0,0.549982540839438,0.4,0.01,0,"non-SPN","RNF144B",0.39,0.214493190927381
"PRNP",0,0.549821807401446,0.986,0.936,0,"non-SPN","PRNP",0.0499999999999999,0.0274910903700722
"CA10",0,0.549821199152014,0.316,0.016,0,"non-SPN","CA10",0.3,0.164946359745604
"ATP6V0C",0,0.548837894194182,0.9,0.652,0,"non-SPN","ATP6V0C",0.248,0.136111797760157
"SYT17",0,0.547472859280715,0.53,0.003,0,"non-SPN","SYT17",0.527,0.288518196840937
"ABCA5",0,0.547409682135244,0.998,0.983,0,"non-SPN","ABCA5",0.015,0.00821114523202867
"RAB3B",0,0.546721177610137,0.565,0.077,0,"non-SPN","RAB3B",0.488,0.266799934673747
"WDR19",0,0.546626035754881,0.972,0.856,0,"non-SPN","WDR19",0.116,0.0634086201475662
"TBCK",0,0.546342627661361,0.999,0.984,0,"non-SPN","TBCK",0.015,0.00819513941492042
"APC",0,0.545147635088765,1,0.998,0,"non-SPN","APC",0.002,0.00109029527017753
"SERGEF",0,0.542339622821016,0.994,0.944,0,"non-SPN","SERGEF",0.05,0.0271169811410508
"CEP350",0,0.540486491799654,0.994,0.955,0,"non-SPN","CEP350",0.039,0.0210789731801865
"SARAF",0,0.537933498112092,0.976,0.893,0,"non-SPN","SARAF",0.083,0.0446484803433036
"ST6GAL1",0,0.535893151906398,0.6,0.195,0,"non-SPN","ST6GAL1",0.405,0.217036726522091
"SPECC1",0,0.535530685747345,0.978,0.751,0,"non-SPN","SPECC1",0.227,0.121565465664647
"FRYL",0,0.533721800507333,0.997,0.981,0,"non-SPN","FRYL",0.016,0.00853954880811733
"AFAP1",0,0.533694882123445,0.898,0.679,0,"non-SPN","AFAP1",0.219,0.116879179185034
"ADAM32",0,0.533395823263588,0.634,0.216,0,"non-SPN","ADAM32",0.418,0.22295945412418
"VAV2",0,0.532783368523948,0.615,0.033,0,"non-SPN","VAV2",0.582,0.310079920480938
"NGF",0,0.531093590542972,0.506,0.006,0,"non-SPN","NGF",0.5,0.265546795271486
"HAPLN1",0,0.529824743456834,0.407,0.002,0,"non-SPN","HAPLN1",0.405,0.214579021100018
"MIPOL1",0,0.527936923230381,0.987,0.964,0,"non-SPN","MIPOL1",0.023,0.0121425492342988
"RALGAPA1",0,0.526769697039089,0.999,0.997,0,"non-SPN","RALGAPA1",0.002,0.00105353939407818
"FGFR1",0,0.526147567971879,0.594,0.054,0,"non-SPN","FGFR1",0.54,0.284119686704815
"IL6ST",0,0.525391716273718,0.896,0.674,0,"non-SPN","IL6ST",0.222,0.116636961012765
"PAG1",0,0.525148608961818,0.906,0.675,0,"non-SPN","PAG1",0.231,0.12130932867018
"GFOD1",0,0.523526687471228,0.993,0.975,0,"non-SPN","GFOD1",0.018,0.00942348037448211
"SPIN1",0,0.523167393775731,0.999,0.995,0,"non-SPN","SPIN1",0.004,0.00209266957510292
"AUH",0,0.521501405161001,0.991,0.934,0,"non-SPN","AUH",0.0569999999999999,0.029725580094177
"PSPC1",0,0.519797823692513,0.999,0.993,0,"non-SPN","PSPC1",0.00600000000000001,0.00311878694215508
"SPAG9",0,0.519781248210994,0.999,0.986,0,"non-SPN","SPAG9",0.013,0.00675715622674293
"ARFGEF2",0,0.519686932605532,0.985,0.942,0,"non-SPN","ARFGEF2",0.043,0.0223465381020379
"PLCE1",0,0.518243367394879,0.37,0.098,0,"non-SPN","PLCE1",0.272,0.140962195931407
"PACSIN2",0,0.516535526085164,0.806,0.439,0,"non-SPN","PACSIN2",0.367,0.189568538073255
"FAM135A",0,0.516170016524498,0.997,0.959,0,"non-SPN","FAM135A",0.038,0.0196144606279309
"ARHGEF11",0,0.514457869625159,0.983,0.913,0,"non-SPN","ARHGEF11",0.07,0.0360120508737611
"PEG3",0,0.514419863399681,0.999,0.996,0,"non-SPN","PEG3",0.003,0.00154325959019904
"PCCA",0,0.513859505470871,0.998,0.988,0,"non-SPN","PCCA",0.01,0.00513859505470871
"MROH1",0,0.511892009172536,0.934,0.747,0,"non-SPN","MROH1",0.187,0.0957238057152643
"HACD3",0,0.511823116688616,0.977,0.852,0,"non-SPN","HACD3",0.125,0.063977889586077
"ADAMTS9",0,0.511172536826285,0.322,0.002,0,"non-SPN","ADAMTS9",0.32,0.163575211784411
"PCSK1N",0,0.511077038571871,0.739,0.434,0,"non-SPN","PCSK1N",0.305,0.155878496764421
"SLC25A36",0,0.510076785971831,0.979,0.863,0,"non-SPN","SLC25A36",0.116,0.0591689071727324
"ZYG11B",0,0.508590032325738,0.981,0.85,0,"non-SPN","ZYG11B",0.131,0.0666252942346716
"COG5",0,0.507007585077526,0.998,0.995,0,"non-SPN","COG5",0.003,0.00152102275523258
"IQSEC3",0,0.50697364790099,0.887,0.631,0,"non-SPN","IQSEC3",0.256,0.129785253862653
"SLC5A3",0,0.506215064181667,0.793,0.41,0,"non-SPN","SLC5A3",0.383,0.193880369581578
"JAK2",0,0.50614990776878,0.99,0.939,0,"non-SPN","JAK2",0.051,0.0258136452962078
"CLHC1",0,0.505791740579723,0.677,0.292,0,"non-SPN","CLHC1",0.385,0.194729820123194
"ZNF280D",0,0.505481220159271,0.995,0.967,0,"non-SPN","ZNF280D",0.028,0.0141534741644596
"EFCAB2",0,0.505436132688646,0.917,0.771,0,"non-SPN","EFCAB2",0.146,0.0737936753725423
"PPP6R3",0,0.505408865651253,0.999,0.99,0,"non-SPN","PPP6R3",0.00900000000000001,0.00454867979086128
"MAPK8",0,0.504917312441269,0.999,0.988,0,"non-SPN","MAPK8",0.011,0.00555409043685397
"SLC8A3",0,0.504587476433428,0.966,0.863,0,"non-SPN","SLC8A3",0.103,0.051972510072643
"ZNF33B",0,0.504040205377071,0.807,0.466,0,"non-SPN","ZNF33B",0.341,0.171877710033581
"HSPA4L",0,0.503152671662448,0.979,0.866,0,"non-SPN","HSPA4L",0.113,0.0568562518978567
"HDGFL3",0,0.501387627627022,0.977,0.861,0,"non-SPN","HDGFL3",0.116,0.0581609648047346
"KIF16B",0,0.501021806503969,0.98,0.938,0,"non-SPN","KIF16B",0.042,0.0210429158731667
"BAALC",0,0.500651463688662,0.674,0.255,0,"non-SPN","BAALC",0.419,0.209772963285549
"ELAVL3",0,0.50007379326748,0.992,0.935,0,"non-SPN","ELAVL3",0.0569999999999999,0.0285042062162463
"GRIN3A",0,0.498999242090864,0.307,0.018,0,"non-SPN","GRIN3A",0.289,0.14421078096426
"KCNC1",0,0.496853087257158,0.878,0.693,0,"non-SPN","KCNC1",0.185,0.0919178211425742
"HIPK2",0,0.496722375543407,0.837,0.557,0,"non-SPN","HIPK2",0.28,0.139082265152154
"SLC6A15",0,0.496374213719399,0.897,0.622,0,"non-SPN","SLC6A15",0.275,0.136502908772835
"ACOT11",0,0.494606027739555,0.515,0.004,0,"non-SPN","ACOT11",0.511,0.252743680174913
"MSRB3",0,0.493372643705041,0.714,0.357,0,"non-SPN","MSRB3",0.357,0.1761340338027
"HCRTR2",0,0.492997093741185,0.361,0.097,0,"non-SPN","HCRTR2",0.264,0.130151232747673
"PTEN",0,0.492419112421671,0.998,0.984,0,"non-SPN","PTEN",0.014,0.0068938675739034
"PNMA2",0,0.49079396172669,0.943,0.832,0,"non-SPN","PNMA2",0.111,0.0544781297516625
"URI1",0,0.490490898970541,0.992,0.952,0,"non-SPN","URI1",0.04,0.0196196359588217
"PHKB",0,0.489163494984237,0.997,0.979,0,"non-SPN","PHKB",0.018,0.00880494290971627
"RND3",0,0.487128620569249,0.523,0.089,0,"non-SPN","RND3",0.434,0.211413821327054
"NAPB",0,0.486578534443944,0.959,0.783,0,"non-SPN","NAPB",0.176,0.085637822062134
"TMEM165",0,0.486266543797968,0.959,0.827,0,"non-SPN","TMEM165",0.132,0.0641871837813318
"MAPT",0,0.485392890616523,1,0.998,0,"non-SPN","MAPT",0.002,0.000970785781233048
"PUM2",0,0.484714579609173,1,0.994,0,"non-SPN","PUM2",0.00600000000000001,0.00290828747765504
"PUS7L",0,0.484328978842742,0.989,0.945,0,"non-SPN","PUS7L",0.044,0.0213104750690807
"KITLG",0,0.483793092227496,0.673,0.37,0,"non-SPN","KITLG",0.303,0.146589306944931
"GAPDH",0,0.483678077148665,0.785,0.555,0,"non-SPN","GAPDH",0.23,0.111245957744193
"STRN3",0,0.483548749479248,0.997,0.975,0,"non-SPN","STRN3",0.022,0.0106380724885435
"NDFIP1",0,0.482425364772108,0.999,0.989,0,"non-SPN","NDFIP1",0.01,0.00482425364772108
"SLC25A13",0,0.482022927563336,0.901,0.704,0,"non-SPN","SLC25A13",0.197,0.0949585167299773
"CASD1",0,0.479089066443482,0.983,0.931,0,"non-SPN","CASD1",0.0519999999999999,0.024912631455061
"SCAF11",0,0.478794025948407,0.965,0.831,0,"non-SPN","SCAF11",0.134,0.0641583994770865
"CYFIP1",0,0.477914793247007,0.839,0.562,0,"non-SPN","CYFIP1",0.277,0.132382397729421
"AJAP1",0,0.477734016415561,0.983,0.959,0,"non-SPN","AJAP1",0.024,0.0114656163939735
"WASF3",0,0.476472053895169,0.94,0.797,0,"non-SPN","WASF3",0.143,0.0681355037070092
"GKAP1",0,0.476454486094426,0.693,0.26,0,"non-SPN","GKAP1",0.433,0.206304792478887
"PRH1",0,0.476285609013603,0.996,0.98,0,"non-SPN","PRH1",0.016,0.00762056974421765
"ADCYAP1R1",0,0.475437319844838,0.665,0.143,0,"non-SPN","ADCYAP1R1",0.522,0.248178280959006
"GREB1",0,0.475262169968893,0.935,0.863,0,"non-SPN","GREB1",0.0720000000000001,0.0342188762377603
"ASTN1",0,0.47492959765638,0.999,0.998,0,"non-SPN","ASTN1",0.001,0.00047492959765638
"GBE1",0,0.472663614037974,0.701,0.421,0,"non-SPN","GBE1",0.28,0.132345811930633
"AGPAT4",0,0.472628295582224,0.968,0.883,0,"non-SPN","AGPAT4",0.085,0.040173405124489
"JAK1",0,0.472121599029989,0.999,0.997,0,"non-SPN","JAK1",0.002,0.000944243198059979
"LARP1",0,0.47194191953281,0.994,0.951,0,"non-SPN","LARP1",0.043,0.0202935025399109
"ZFAND4",0,0.4707569443362,0.649,0.12,0,"non-SPN","ZFAND4",0.529,0.24903042355385
"CANX",0,0.470663528402995,0.955,0.822,0,"non-SPN","CANX",0.133,0.0625982492775983
"SKAP2",0,0.469646759270239,0.537,0.223,0,"non-SPN","SKAP2",0.314,0.147469082410855
"MARK1",0,0.469274349599653,0.999,0.989,0,"non-SPN","MARK1",0.01,0.00469274349599654
"SPINT2",0,0.468920212785642,0.74,0.382,0,"non-SPN","SPINT2",0.358,0.16787343617726
"SLC26A4",0,0.467610627654328,0.455,0.087,0,"non-SPN","SLC26A4",0.368,0.172080710976793
"SMCHD1",0,0.466094120766612,0.998,0.987,0,"non-SPN","SMCHD1",0.011,0.00512703532843273
"CLSTN1",0,0.465778441174284,0.994,0.95,0,"non-SPN","CLSTN1",0.044,0.0204942514116685
"ZFYVE16",0,0.465176027526173,0.99,0.942,0,"non-SPN","ZFYVE16",0.048,0.0223284493212563
"CACNA2D2",0,0.464674092196653,0.824,0.55,0,"non-SPN","CACNA2D2",0.274,0.127320701261883
"UBE2H",0,0.463091765386411,0.994,0.956,0,"non-SPN","UBE2H",0.038,0.0175974870846836
"TRIM67",0,0.461846258195695,0.592,0.035,0,"non-SPN","TRIM67",0.557,0.257248365815002
"SPOCK2",0,0.461100030942969,0.936,0.775,0,"non-SPN","SPOCK2",0.161,0.074237104981818
"C11orf58",0,0.46056906071102,0.982,0.937,0,"non-SPN","C11orf58",0.0449999999999999,0.0207256077319959
"MAP3K4",0,0.460449499035109,0.968,0.857,0,"non-SPN","MAP3K4",0.111,0.0511098943928971
"ACSL6",0,0.460175854485209,0.98,0.919,0,"non-SPN","ACSL6",0.0609999999999999,0.0280707271235977
"STX7",0,0.458911169692957,0.935,0.789,0,"non-SPN","STX7",0.146,0.0670010307751718
"CPEB3",0,0.458870762935015,1,0.999,0,"non-SPN","CPEB3",0.001,0.000458870762935016
"INPP5B",0,0.458488044264359,0.661,0.234,0,"non-SPN","INPP5B",0.427,0.195774394900881
"EVI5",0,0.456915426428367,0.995,0.94,0,"non-SPN","EVI5",0.055,0.0251303484535602
"SFRP1",0,0.456321679067038,0.478,0.002,0,"non-SPN","SFRP1",0.476,0.21720911923591
"MID1",0,0.456027673553684,0.559,0.208,0,"non-SPN","MID1",0.351,0.160065713417343
"KIDINS220",0,0.454857809966556,0.998,0.99,0,"non-SPN","KIDINS220",0.00800000000000001,0.00363886247973245
"PTPRA",0,0.454852916914588,0.999,0.991,0,"non-SPN","PTPRA",0.00800000000000001,0.0036388233353167
"SRGAP2",0,0.454316611412024,0.989,0.94,0,"non-SPN","SRGAP2",0.049,0.0222615139591892
