"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","pct_subtract","weighted_logFC"
"KLHL42",1.55749373048399e-208,0.26533332901351,0.935,0.857,5.05733789225457e-204,"non-SPN","KLHL42",0.0780000000000001,0.0206959996630538
"GTF2IRD1",7.77775273691299e-208,0.294078130517534,0.936,0.845,2.52551409120302e-203,"non-SPN","GTF2IRD1",0.0910000000000001,0.0267611098770956
"TRIM44",2.61373637913961e-207,0.312099898293894,0.996,0.99,8.48706339670424e-203,"non-SPN","TRIM44",0.00600000000000001,0.00187259938976336
"NEK11",8.16845492773602e-207,0.335760584821633,0.875,0.736,2.65237899958516e-202,"non-SPN","NEK11",0.139,0.046670721290207
"FAM168A",1.291837600862e-206,0.304663977159089,0.999,0.998,4.19472587375901e-202,"non-SPN","FAM168A",0.001,0.000304663977159089
"EMB",1.29957208336727e-205,0.265233590850837,0.574,0.345,4.21984051190186e-201,"non-SPN","EMB",0.229,0.0607384923048418
"UBE2K",2.15137847053353e-205,0.277653955276227,0.998,0.993,6.98574103166943e-201,"non-SPN","UBE2K",0.005,0.00138826977638114
"TNKS2",3.57620809862993e-205,0.267557971028556,0.98,0.945,1.16123053170613e-200,"non-SPN","TNKS2",0.035,0.00936452898599949
"SH3D19",1.05037349446067e-204,0.371821551486199,0.829,0.65,3.41066777386323e-200,"non-SPN","SH3D19",0.179,0.0665560577160297
"AP3B2",4.1810071209643e-204,0.261813464072755,0.903,0.797,1.35761482224832e-199,"non-SPN","AP3B2",0.106,0.0277522271917121
"UBQLN1",1.77490694595922e-203,0.252700482445747,0.962,0.898,5.76330034422419e-199,"non-SPN","UBQLN1",0.0639999999999999,0.0161728308765278
"TPK1",4.9778226564748e-203,0.370396960433741,0.814,0.648,1.61634879478393e-198,"non-SPN","TPK1",0.166,0.0614858954320011
"ANO10",1.14335810788454e-202,0.337684355649979,0.977,0.939,3.71259811211188e-198,"non-SPN","ANO10",0.038,0.0128320055146992
"ECE2",3.80507597004645e-202,0.281105794708657,0.916,0.81,1.23554621823378e-197,"non-SPN","ECE2",0.106,0.0297972142391177
"MALT1",4.45984860518143e-202,0.268485352194796,0.899,0.767,1.44815744058846e-197,"non-SPN","MALT1",0.132,0.0354400664897131
"DTD1",8.32213647907401e-202,0.325556515296058,0.947,0.888,2.70228093612012e-197,"non-SPN","DTD1",0.0589999999999999,0.0192078344024674
"TUBGCP5",2.12168106835046e-201,0.254109617388832,0.779,0.604,6.88931059704077e-197,"non-SPN","TUBGCP5",0.175,0.0444691830430457
"DICER1",2.89264711660843e-201,0.270278957177927,0.985,0.967,9.39271445233924e-197,"non-SPN","DICER1",0.018,0.00486502122920269
"BEX4",2.979850863305e-201,0.273474400211448,0.772,0.605,9.67587373823767e-197,"non-SPN","BEX4",0.167,0.0456702248353118
"SLC25A21",7.37512577621962e-201,0.270342147448891,0.326,0.124,2.39477709079627e-196,"non-SPN","SLC25A21",0.202,0.0546091137846761
"SAMD3",1.37442461451741e-200,0.313628630705234,0.108,0.014,4.46289416579948e-196,"non-SPN","SAMD3",0.094,0.029481091286292
"EIF1B",3.02984514631284e-200,0.264043530537451,0.679,0.478,9.83821017459244e-196,"non-SPN","EIF1B",0.201,0.0530727496380277
"SULF2",6.71576267306666e-200,0.278015324035296,0.465,0.241,2.18067529757148e-195,"non-SPN","SULF2",0.224,0.0622754325839063
"PGM1",2.33417553746102e-199,0.25005082514972,0.566,0.34,7.57930138768968e-195,"non-SPN","PGM1",0.226,0.0565114864838367
"ST7",2.40788154283154e-199,0.29730473487842,0.981,0.944,7.8186321577283e-195,"non-SPN","ST7",0.037,0.0110002751905015
"POLA1",2.52463626181149e-199,0.306378197330384,0.818,0.639,8.1977464057281e-195,"non-SPN","POLA1",0.179,0.0548416973221387
"USP28",5.64228179208058e-199,0.258316738553204,0.765,0.6,1.83210532070648e-194,"non-SPN","USP28",0.165,0.0426222618612786
"SLC27A6",6.67209630199681e-199,0.396147691035298,0.144,0.027,2.16649639022138e-194,"non-SPN","SLC27A6",0.117,0.0463492798511299
"GPR22",9.39266861253532e-199,0.250956853187189,0.398,0.186,3.04989342517634e-194,"non-SPN","GPR22",0.212,0.0532028528756841
"MT-CO2",1.05760664031187e-198,0.893657334119738,0.974,0.928,3.43415452175666e-194,"non-SPN","MT-CO2",0.0459999999999999,0.0411082373695079
"KIF3A",1.9218628381167e-198,0.302279895182826,0.998,0.993,6.24048082164874e-194,"non-SPN","KIF3A",0.005,0.00151139947591413
"ZNRF2",2.77314008453448e-198,0.277155772173849,0.716,0.53,9.00466316849191e-194,"non-SPN","ZNRF2",0.186,0.051550973624336
"ADARB1",3.25095398512695e-198,0.394389317668914,0.973,0.958,1.05561726851057e-193,"non-SPN","ADARB1",0.015,0.00591583976503372
"XPO6",1.86351258946467e-196,0.256137890695188,0.948,0.881,6.05101172925073e-192,"non-SPN","XPO6",0.0669999999999999,0.0171612386765776
"DCAF5",3.10605108912184e-196,0.285738337700961,0.98,0.931,1.00856584914875e-191,"non-SPN","DCAF5",0.0489999999999999,0.0140011785473471
"AGPAT5",3.11559445936938e-196,0.294618791848485,0.948,0.888,1.01166467690183e-191,"non-SPN","AGPAT5",0.0599999999999999,0.0176771275109091
"OXCT1",1.00623471490432e-195,0.306905312242959,0.956,0.91,3.26734474276582e-191,"non-SPN","OXCT1",0.0459999999999999,0.0141176443631761
"TPST1",1.06376996709218e-194,0.359479837425895,0.995,0.978,3.45416746014501e-190,"non-SPN","TPST1",0.017,0.00611115723624022
"ATF7IP",1.18236780873068e-194,0.291147024326818,0.966,0.91,3.83926651172939e-190,"non-SPN","ATF7IP",0.0559999999999999,0.0163042333623018
"RARS2",1.40554346695445e-194,0.256401478978129,0.95,0.887,4.56394019154778e-190,"non-SPN","RARS2",0.0629999999999999,0.0161532931756221
"PAK2",2.65244563567145e-194,0.255385249782925,0.854,0.719,8.61275622358876e-190,"non-SPN","PAK2",0.135,0.0344770087206949
"KLHL1",4.43502524658918e-194,0.621394696702562,0.626,0.429,1.44009704781997e-189,"non-SPN","KLHL1",0.197,0.122414755250405
"MYO1B",8.39204134841682e-194,0.269038924134861,0.425,0.205,2.72497974624442e-189,"non-SPN","MYO1B",0.22,0.0591885633096693
"ASAP1",8.81424960415894e-194,0.336955436076057,0.998,0.997,2.86207498896645e-189,"non-SPN","ASAP1",0.001,0.000336955436076058
"CDC5L",1.06035966208868e-193,0.254312437920042,0.694,0.514,3.44309385876815e-189,"non-SPN","CDC5L",0.18,0.0457762388256076
"MT-CO1",2.23801486578283e-193,0.694343857456318,0.973,0.914,7.26705807068343e-189,"non-SPN","MT-CO1",0.0589999999999999,0.0409662875899227
"ATAD2B",4.48634939814983e-193,0.276695724343621,0.963,0.907,1.45676251307323e-188,"non-SPN","ATAD2B",0.0559999999999999,0.0154949605632428
"ERMP1",5.12639383085538e-193,0.250666925934139,0.737,0.567,1.66459134081705e-188,"non-SPN","ERMP1",0.17,0.0426133774088036
"EID1",4.64258800966447e-192,0.283593483745678,0.73,0.559,1.50749475261815e-187,"non-SPN","EID1",0.171,0.0484944857205109
"CREBRF",8.54300864795585e-192,0.263280139314231,0.939,0.861,2.77400033807774e-187,"non-SPN","CREBRF",0.078,0.02053585086651
"TET2",9.55892044198602e-192,0.312695175225615,0.971,0.924,3.10387705671728e-187,"non-SPN","TET2",0.0469999999999999,0.0146966732356039
"EDEM3",2.46259961479142e-191,0.251888082875932,0.949,0.874,7.99630720918922e-187,"non-SPN","EDEM3",0.075,0.0188916062156949
"KRIT1",3.47014029896072e-191,0.250665460312186,0.963,0.902,1.12678925647553e-186,"non-SPN","KRIT1",0.0609999999999999,0.0152905930790433
"MARK3",6.52919793886261e-191,0.282686017304153,1,0.998,2.12009586272808e-186,"non-SPN","MARK3",0.002,0.000565372034608306
"ZNF197",5.13850090346469e-190,0.257843917148719,0.721,0.544,1.66852262836402e-185,"non-SPN","ZNF197",0.177,0.0456383733353233
"FBXL5",6.22542753308217e-190,0.257937980646933,0.979,0.953,2.02145857426711e-185,"non-SPN","FBXL5",0.026,0.00670638749682027
"FBN2",1.19452059111903e-189,0.902935855911512,0.116,0.018,3.8787278114226e-185,"non-SPN","FBN2",0.098,0.0884877138793282
"TMEM62",1.69450486727963e-189,0.250848906092627,0.751,0.579,5.50222675454368e-185,"non-SPN","TMEM62",0.172,0.0431460118479319
"PPP2R5E",4.93983908173739e-189,0.296582557224972,0.993,0.974,1.60401514823095e-184,"non-SPN","PPP2R5E",0.019,0.00563506858727447
"PIK3CA",1.31543232988093e-188,0.318549368113474,0.977,0.933,4.27134031835636e-184,"non-SPN","PIK3CA",0.0439999999999999,0.0140161721969928
"POGZ",1.64572675965015e-188,0.273688868825597,0.997,0.99,5.34383936125999e-184,"non-SPN","POGZ",0.00700000000000001,0.00191582208177918
"PRKAA2",1.33231379198816e-187,0.291375586216836,0.974,0.933,4.32615611396475e-183,"non-SPN","PRKAA2",0.0409999999999999,0.0119463990348902
"AGPS",3.78321212267758e-187,0.259729798257103,0.95,0.889,1.22844680835464e-182,"non-SPN","AGPS",0.0609999999999999,0.0158435176936832
"NCOR1",5.38708138270275e-187,0.275572552342127,0.999,0.995,1.74923919577741e-182,"non-SPN","NCOR1",0.004,0.00110229020936851
"EXT2",1.26191760404851e-186,0.257841988339783,0.972,0.933,4.0975726521059e-182,"non-SPN","EXT2",0.0389999999999999,0.0100558375452515
"RALY",1.55709293481192e-186,0.263451248331562,0.484,0.279,5.0560364686278e-182,"non-SPN","RALY",0.205,0.0540075059079702
"XYLT1",1.50799034017279e-185,0.427902205918118,0.816,0.662,4.89659543357506e-181,"non-SPN","XYLT1",0.154,0.0658969397113902
"IGFL4",1.90223205839469e-185,0.258296920313029,0.549,0.343,6.17673771681339e-181,"non-SPN","IGFL4",0.206,0.053209165584484
"UBXN4",5.0736603856382e-185,0.250028989281143,0.977,0.936,1.64746826382058e-180,"non-SPN","UBXN4",0.0409999999999999,0.0102511885605268
"SPOPL",5.65534735957645e-185,0.269714123846397,0.868,0.742,1.83634784112807e-180,"non-SPN","SPOPL",0.126,0.033983979604646
"PRKAR1A",1.37194284531743e-184,0.25329142459019,0.912,0.823,4.45483561303022e-180,"non-SPN","PRKAR1A",0.0890000000000001,0.0225429367885269
"SMG6",2.48182229322767e-184,0.288504049066498,0.979,0.943,8.05872516833956e-180,"non-SPN","SMG6",0.036,0.0103861457663939
"TSPAN9",5.58064054480413e-184,0.366329050507533,0.614,0.45,1.81208979130335e-179,"non-SPN","TSPAN9",0.164,0.0600779642832354
"PURA",7.12579781778257e-184,0.27297140297637,0.956,0.907,2.31381780941218e-179,"non-SPN","PURA",0.0489999999999999,0.0133755987458421
"CDRT4",4.5425969608792e-183,0.278693126195669,0.884,0.774,1.47502665916708e-178,"non-SPN","CDRT4",0.11,0.0306562438815236
"JDP2",2.18576004680577e-182,0.267120618117885,0.667,0.496,7.097381447983e-178,"non-SPN","JDP2",0.171,0.0456776256981584
"ZNF675",2.41581700473031e-182,0.299405772806972,0.748,0.584,7.84439939605979e-178,"non-SPN","ZNF675",0.164,0.0491025467403434
"CDC42EP3",5.96255684407448e-182,0.26170345395025,0.463,0.26,1.93610183283943e-177,"non-SPN","CDC42EP3",0.203,0.0531258011519007
"MTDH",1.38389664110464e-181,0.267872616260472,0.991,0.968,4.49365078333089e-177,"non-SPN","MTDH",0.023,0.00616107017399085
"FAM169A",1.75694007108575e-181,0.289208813537461,0.989,0.962,5.70496010482255e-177,"non-SPN","FAM169A",0.027,0.00780863796551145
"GBF1",2.12917220265747e-181,0.262329291542098,0.977,0.941,6.91363505924908e-177,"non-SPN","GBF1",0.036,0.00944385449551555
"MEGF9",4.38267087619405e-181,0.267014192551991,0.922,0.847,1.42309706020897e-176,"non-SPN","MEGF9",0.0750000000000001,0.0200260644413993
"ZNF609",4.5079554245665e-181,0.339289187426798,0.996,0.995,1.46377820591099e-176,"non-SPN","ZNF609",0.001,0.000339289187426798
"MGA",2.02650160446904e-180,0.298406562400407,0.966,0.914,6.58025335987142e-176,"non-SPN","MGA",0.0519999999999999,0.0155171412448211
"WNK3",1.10156436234545e-179,0.252089647625733,0.694,0.51,3.57688964097192e-175,"non-SPN","WNK3",0.184,0.0463844951631348
"MTCL1",3.21909493777194e-179,0.301019514400735,0.903,0.81,1.04527231724393e-174,"non-SPN","MTCL1",0.093,0.0279948148392684
"RAP1A",1.1982823042739e-178,0.268950419568964,0.954,0.906,3.89094247020777e-174,"non-SPN","RAP1A",0.0479999999999999,0.0129096201393103
"NEXMIF",1.36431239207057e-178,0.345604853856452,0.985,0.944,4.43005876829236e-174,"non-SPN","NEXMIF",0.041,0.0141697990081145
"SFPQ",2.50106635953037e-178,0.272776228871522,0.998,0.997,8.12121257603106e-174,"non-SPN","SFPQ",0.001,0.000272776228871523
"DPYSL2",2.1587758074857e-177,0.312140521482162,0.998,0.994,7.00976092448681e-173,"non-SPN","DPYSL2",0.004,0.00124856208592865
"THSD4",4.11597293964028e-177,1.02658755130526,0.741,0.618,1.3364975732306e-172,"non-SPN","THSD4",0.123,0.126270268810548
"TSPYL1",4.52031652907865e-176,0.304213525645275,0.903,0.822,1.46779198015713e-171,"non-SPN","TSPYL1",0.0810000000000001,0.0246412955772673
"PCBP3",1.70401195060595e-175,0.472593008762191,0.748,0.632,5.53309720481259e-171,"non-SPN","PCBP3",0.116,0.0548207890164141
"RASGRF2",2.18114177555554e-175,0.988409112751085,0.833,0.781,7.08238545940641e-171,"non-SPN","RASGRF2",0.0519999999999999,0.0513972738630564
"NR2C2",3.07492363327755e-175,0.250410167712086,0.903,0.805,9.98458452961554e-171,"non-SPN","NR2C2",0.098,0.0245401964357844
"LRRC28",1.07336814322357e-174,0.300951202259665,0.985,0.961,3.48533369786125e-170,"non-SPN","LRRC28",0.024,0.00722282885423196
"ATP6V1A",5.31512021046452e-174,0.265174137037794,0.981,0.952,1.72587268353993e-169,"non-SPN","ATP6V1A",0.029,0.00769004997409605
"PBRM1",8.50894914701426e-174,0.267514591944774,0.981,0.953,2.762940877527e-169,"non-SPN","PBRM1",0.028,0.00749040857445368
"KANSL1L",3.8704969318165e-172,0.288612550968565,0.968,0.918,1.25678905873013e-167,"non-SPN","KANSL1L",0.0499999999999999,0.0144306275484282
"TERF2IP",6.95821188255533e-172,0.373208311936834,0.967,0.92,2.25940098038454e-167,"non-SPN","TERF2IP",0.0469999999999999,0.0175407906610312
"TAOK3",9.85401433446996e-172,0.278920419431038,0.993,0.977,3.19969699454574e-167,"non-SPN","TAOK3",0.016,0.00446272671089661
"PTPN12",2.64220335606043e-170,0.251046907556171,0.936,0.858,8.57949851746382e-166,"non-SPN","PTPN12",0.0780000000000001,0.0195816587893813
"PTMA",3.01059623118051e-170,0.253150201233733,0.759,0.602,9.77570702226624e-166,"non-SPN","PTMA",0.157,0.0397445815936962
"KCTD12",9.54649513523458e-170,0.307078271048003,0.393,0.207,3.09984243536202e-165,"non-SPN","KCTD12",0.186,0.0571165584149287
"DYNC2H1",3.8000453811006e-169,0.39300923404497,0.989,0.988,1.23391273569718e-164,"non-SPN","DYNC2H1",0.001,0.00039300923404497
"GABRA1",4.02671278328144e-168,0.435874429886663,0.825,0.759,1.30751390785932e-163,"non-SPN","GABRA1",0.0659999999999999,0.0287677123725197
"RHOT1",6.70699341894718e-168,0.254836015341303,0.983,0.957,2.17782783306634e-163,"non-SPN","RHOT1",0.026,0.00662573639887389
"GOLGB1",1.4210216996344e-167,0.261751500881141,0.985,0.955,4.61419956088287e-163,"non-SPN","GOLGB1",0.03,0.00785254502643424
"TRPC7",2.80133988959812e-167,0.43145711306038,0.312,0.135,9.09623075551405e-163,"non-SPN","TRPC7",0.177,0.0763679090116873
"MAP4K5",9.43956829217544e-167,0.256709626636542,0.997,0.987,3.06512222015229e-162,"non-SPN","MAP4K5",0.01,0.00256709626636542
"PUM1",1.94715815953899e-166,0.279188947478354,0.995,0.985,6.32261725983905e-162,"non-SPN","PUM1",0.01,0.00279188947478354
"SEC24B",6.77729073012765e-166,0.259055866156277,0.986,0.958,2.20065407297975e-161,"non-SPN","SEC24B",0.028,0.00725356425237576
"RB1",2.22373002213153e-165,0.29334814128167,0.965,0.906,7.2206737548633e-161,"non-SPN","RB1",0.0589999999999999,0.0173075403356185
"PHACTR4",1.62042821995837e-164,0.250987131835891,0.947,0.874,5.26169247302684e-160,"non-SPN","PHACTR4",0.073,0.0183220606240201
"ABHD2",3.65805389126802e-164,0.306115838347315,0.991,0.972,1.18780667903364e-159,"non-SPN","ABHD2",0.019,0.00581620092859898
"ZNF33A",3.73079723356703e-164,0.273986923841963,0.897,0.815,1.21142716971155e-159,"non-SPN","ZNF33A",0.0820000000000001,0.022466927755041
"BTD",8.91935796312774e-164,0.284104960922308,0.784,0.638,2.89620472420721e-159,"non-SPN","BTD",0.146,0.041479324294657
"BCAS3",2.72684851176055e-163,0.333478888381004,1,0.998,8.85434980253768e-159,"non-SPN","BCAS3",0.002,0.000666957776762008
"REEP3",3.01835602947027e-163,0.256877409798067,0.565,0.376,9.80090386329292e-159,"non-SPN","REEP3",0.189,0.0485498304518346
"FAM184A",1.23803080443567e-161,0.262830545284249,0.948,0.883,4.02000982508307e-157,"non-SPN","FAM184A",0.0649999999999999,0.0170839854434761
"RYK",1.33224473954844e-161,0.253291354895927,0.981,0.952,4.32593189378774e-157,"non-SPN","RYK",0.029,0.00734544929198189
"USP47",1.45890736727825e-161,0.262271859729423,0.998,0.994,4.73721811228922e-157,"non-SPN","USP47",0.004,0.00104908743891769
"KANSL1",2.46048188239338e-161,0.283708405780567,1,0.999,7.98943072031956e-157,"non-SPN","KANSL1",0.001,0.000283708405780567
"PHF3",1.41077233449714e-160,0.279798499795224,0.997,0.99,4.58091884734567e-156,"non-SPN","PHF3",0.00700000000000001,0.00195858949856657
"SH3BGRL",7.90171560130873e-160,0.275968559921815,0.946,0.87,2.56576607290096e-155,"non-SPN","SH3BGRL",0.076,0.0209736105540579
"ZNF37A",1.10491662660943e-158,0.250024658921779,0.971,0.935,3.58777477826348e-154,"non-SPN","ZNF37A",0.0359999999999999,0.00900088772118403
"BABAM2",3.18083787477857e-158,0.307032072961429,0.997,0.996,1.03284986631935e-153,"non-SPN","BABAM2",0.001,0.00030703207296143
"ENOSF1",8.91914637022577e-158,0.33557032931638,0.753,0.628,2.89613601787601e-153,"non-SPN","ENOSF1",0.125,0.0419462911645475
"LRRN2",1.33783668240921e-157,0.280808816457203,0.966,0.918,4.34408949145095e-153,"non-SPN","LRRN2",0.0479999999999999,0.0134788231899457
"BMPR1B",2.52447760640396e-157,0.339371927533945,0.103,0.017,8.19723123575428e-153,"non-SPN","BMPR1B",0.086,0.0291859857679193
"BASP1",3.16185504007118e-157,0.368674289082907,0.961,0.924,1.02668595006151e-152,"non-SPN","BASP1",0.0369999999999999,0.0136409486960675
"GPX4",3.79543062715041e-157,0.255496299814989,0.588,0.402,1.23241427894201e-152,"non-SPN","GPX4",0.186,0.0475223117655879
"FGGY",1.01270340499159e-156,0.296555839322957,0.72,0.566,3.28834922634818e-152,"non-SPN","FGGY",0.154,0.0456695992557354
"ZBTB7C",1.5532866149037e-156,0.369521061123552,0.381,0.201,5.04367696725382e-152,"non-SPN","ZBTB7C",0.18,0.0665137910022393
"DDX24",7.40136919811724e-156,0.264125829865754,0.976,0.939,2.40329859232065e-151,"non-SPN","DDX24",0.037,0.00977265570503292
"SNX13",2.05493740310477e-155,0.250797018276506,0.991,0.98,6.6725872416215e-151,"non-SPN","SNX13",0.011,0.00275876720104157
"PPA2",1.1598549288464e-154,0.27549895811189,0.994,0.987,3.76616493945714e-150,"non-SPN","PPA2",0.00700000000000001,0.00192849270678323
"GPD2",3.52229196593744e-154,0.309683090855356,0.894,0.826,1.14372342425955e-149,"non-SPN","GPD2",0.0680000000000001,0.0210584501781642
"ORC2",3.83741199004326e-154,0.258902448918291,0.934,0.884,1.24604604728695e-149,"non-SPN","ORC2",0.05,0.0129451224459145
"CLIP4",7.03276435364773e-154,0.260243171727152,0.996,0.99,2.28360891327295e-149,"non-SPN","CLIP4",0.00600000000000001,0.00156145903036291
"CCBE1",2.83585506448534e-153,0.290349923424225,0.154,0.039,9.20830497989035e-149,"non-SPN","CCBE1",0.115,0.0333902411937858
"ABLIM3",5.42961905296727e-153,0.256935226964948,0.679,0.515,1.763051602689e-148,"non-SPN","ABLIM3",0.164,0.0421373772222516
"HERC4",2.61681467119124e-152,0.300036580643483,1,0.998,8.49705891882508e-148,"non-SPN","HERC4",0.002,0.000600073161286967
"ATXN10",3.23740715711124e-152,0.267547271866089,0.997,0.993,1.05121847798559e-147,"non-SPN","ATXN10",0.004,0.00107018908746436
"CNNM2",6.44926496706674e-151,0.285640864000469,0.996,0.993,2.09414082745624e-146,"non-SPN","CNNM2",0.003,0.000856922592001408
"CACUL1",1.09958363578605e-150,0.305838016605948,0.959,0.923,3.57045802376089e-146,"non-SPN","CACUL1",0.0359999999999999,0.0110101685978141
"CDC73",2.18996298416959e-149,0.263286371638416,0.967,0.932,7.11102880589706e-145,"non-SPN","CDC73",0.0349999999999999,0.00921502300734455
"CRY1",3.01970201989991e-148,0.284227154861358,0.654,0.486,9.80527442881701e-144,"non-SPN","CRY1",0.168,0.0477501620167082
"NOL4L",4.74809803328252e-148,0.276200834317264,0.843,0.741,1.54175491238717e-143,"non-SPN","NOL4L",0.102,0.0281724851003609
"DYNC1I2",3.11531908968405e-147,0.251258989968695,0.993,0.98,1.01157526161131e-142,"non-SPN","DYNC1I2",0.013,0.00326636686959304
"PGBD5",3.2090334006179e-147,0.299258502350814,0.979,0.97,1.04200523551464e-142,"non-SPN","PGBD5",0.00900000000000001,0.00269332652115733
"TMEM14B",8.33264266859567e-147,0.320881345631721,0.99,0.976,2.7056924009197e-142,"non-SPN","TMEM14B",0.014,0.00449233883884409
"DISP1",1.54705210679138e-146,0.266823921857904,0.632,0.457,5.0234328959623e-142,"non-SPN","DISP1",0.175,0.0466941863251331
"KATNAL2",3.69386074315357e-146,0.295569872073677,0.688,0.542,1.1994335219094e-141,"non-SPN","KATNAL2",0.146,0.0431532013227569
"CFAP70",1.122367876027e-144,0.268138112886699,0.723,0.596,3.64444073024727e-140,"non-SPN","CFAP70",0.127,0.0340535403366108
"HERC3",7.69651385627485e-144,0.258990030632686,0.99,0.97,2.49913501427101e-139,"non-SPN","HERC3",0.02,0.00517980061265372
"MGLL",6.45482733589657e-143,0.284543942418924,0.855,0.763,2.09594698423897e-138,"non-SPN","MGLL",0.092,0.026178042702541
"PDSS2",3.93741732913727e-142,0.261802753775789,0.853,0.753,1.27851878094416e-137,"non-SPN","PDSS2",0.1,0.0261802753775788
"BEX3",2.35430693955909e-141,0.25295384665316,0.831,0.719,7.64467006344232e-137,"non-SPN","BEX3",0.112,0.0283308308251539
"GPR176",3.03021916558597e-140,0.262231118778492,0.749,0.596,9.83942465257419e-136,"non-SPN","GPR176",0.153,0.0401213611731093
"ZDHHC20",8.9377077577955e-140,0.302081596964405,0.979,0.956,2.90216308603378e-135,"non-SPN","ZDHHC20",0.023,0.00694787673018132
"GLIS3",3.32553040029725e-136,0.334292445744265,0.369,0.203,1.07983297628052e-131,"non-SPN","GLIS3",0.166,0.055492545993548
"BEND6",1.07497743433585e-134,0.277538476594251,0.928,0.874,3.49055922703193e-130,"non-SPN","BEND6",0.054,0.0149870777360896
"RASA2",1.557745534205e-133,0.254208147350466,0.993,0.975,5.05815552411707e-129,"non-SPN","RASA2",0.018,0.00457574665230838
"SPOCK1",2.77414060169412e-133,0.58137212159957,0.984,0.969,9.00791194776097e-129,"non-SPN","SPOCK1",0.015,0.00872058182399356
"YAF2",5.33620836068438e-133,0.260056603920722,0.974,0.947,1.73272021679782e-128,"non-SPN","YAF2",0.027,0.00702152830585951
"CORT",8.00308954938907e-133,0.549822882721671,0.199,0.068,2.59868320758212e-128,"non-SPN","CORT",0.131,0.0720267976365389
"TMEM196",2.68479799153285e-131,0.284612801774543,0.861,0.799,8.71780755830632e-127,"non-SPN","TMEM196",0.0619999999999999,0.0176459937100216
"RNGTT",5.52302591193884e-130,0.253481867320005,0.993,0.989,1.79338174386566e-125,"non-SPN","RNGTT",0.004,0.00101392746928002
"COA1",7.21246543525381e-129,0.260085343355623,0.989,0.975,2.34195965148126e-124,"non-SPN","COA1",0.014,0.00364119480697872
"CACNG2",1.77201844298953e-128,0.251208247243256,0.915,0.824,5.75392108623129e-124,"non-SPN","CACNG2",0.0910000000000001,0.0228599504991363
"STK32B",3.22282893313811e-126,0.257144004694388,0.171,0.055,1.04648478287927e-121,"non-SPN","STK32B",0.116,0.029828704544549
"CDON",5.28130129157795e-126,0.375161503303727,0.932,0.908,1.71489134238827e-121,"non-SPN","CDON",0.024,0.00900387607928945
"TMEM135",2.06719382611696e-125,0.254864624689994,0.985,0.973,6.71238507278437e-121,"non-SPN","TMEM135",0.012,0.00305837549627993
"HIBCH",7.93281292619779e-123,0.25151009588998,0.982,0.97,2.57586368526569e-118,"non-SPN","HIBCH",0.012,0.00301812115067976
"FBXL2",3.44621969911531e-121,0.27681097581916,0.964,0.941,1.11902199849973e-116,"non-SPN","FBXL2",0.023,0.00636665244384069
"GALNT10",4.52813392330386e-121,0.537045105095495,0.515,0.391,1.47033036623599e-116,"non-SPN","GALNT10",0.124,0.0665935930318414
"MT-CO3",4.35466629304832e-120,0.810843936948557,0.981,0.951,1.41400369201572e-115,"non-SPN","MT-CO3",0.03,0.0243253181084567
"INTS6",1.02619342239853e-119,0.251105592964555,0.932,0.876,3.33215266187026e-115,"non-SPN","INTS6",0.056,0.0140619132060151
"ST8SIA4",6.12099867222425e-118,0.47024169992892,0.585,0.452,1.98754947885794e-113,"non-SPN","ST8SIA4",0.133,0.0625421460905464
"NUBPL",1.66476394599934e-117,0.259208221457076,0.913,0.838,5.40565500905445e-113,"non-SPN","NUBPL",0.0750000000000001,0.0194406166092807
"ST8SIA1",1.25490913876736e-116,0.263899985666549,0.923,0.864,4.0748154644915e-112,"non-SPN","ST8SIA1",0.0590000000000001,0.0155700991543264
"PDE3B",3.12220119906015e-114,0.305608330608674,0.982,0.929,1.01380995134682e-109,"non-SPN","PDE3B",0.0529999999999999,0.0161972415222597
"UBASH3B",2.19592607748452e-112,0.45142108779942,0.733,0.657,7.13039156619997e-108,"non-SPN","UBASH3B",0.076,0.0343080026727559
"FAAH2",2.17424803276648e-108,0.264846772684778,0.771,0.68,7.06000078719605e-104,"non-SPN","FAAH2",0.091,0.0241010563143148
"CALM1",1.33616657221577e-101,0.294983051360296,1,0.999,4.33866647664183e-97,"non-SPN","CALM1",0.001,0.000294983051360296
"MT-ND5",3.37445737532651e-97,0.300481697065645,0.837,0.725,1.09572005434227e-92,"non-SPN","MT-ND5",0.112,0.0336539500713523
"TMEM163",3.44762383055415e-95,0.900044727281568,0.559,0.476,1.11947793401924e-90,"non-SPN","TMEM163",0.0830000000000001,0.0747037123643702
"USP9Y",1.33697260105589e-93,0.394562722586489,0.865,0.773,4.34128373288858e-89,"non-SPN","USP9Y",0.092,0.036299770477957
"THSD7B",3.22360046822153e-92,1.05521933710882,0.459,0.329,1.04673530803621e-87,"non-SPN","THSD7B",0.13,0.137178513824147
"MT-ND4",6.3874758544387e-92,0.557941260537138,0.943,0.888,2.07407728469479e-87,"non-SPN","MT-ND4",0.0549999999999999,0.0306867693295425
"PLA2R1",7.90803397925431e-91,0.287978726110895,0.561,0.421,2.56781771340367e-86,"non-SPN","PLA2R1",0.14,0.0403170216555253
"MEST",2.01480171825015e-90,0.253463586006073,0.565,0.447,6.54226265933007e-86,"non-SPN","MEST",0.118,0.0299087031487166
